g,i,year,omegaland,omegasupply,omegalabor,omegaestablish,omegacash,omeganoncash,omegatotal,xwater,p,y,xland
DAP001,COTTN,2016,567,886,152,0,1339,524,1862,3.576385485,2194.348,0.78,0.0
DAP001,CUCUR,2016,624,3340,3581,0,7603,145,7748,1.8852459940000001,318.12612,60.19,0.0
DAP001,DRYBN,2016,299,519,358,0,1194,36,1230,1.702099738,1074.944,1.24,0.0
DAP001,FRTOM,2016,402,1399,4793,0,6641,90,6731,1.897901056,459.667,16.52,0.0
DAP001,GRAIN,2016,317,319,135,0,614,188,801,0.43337286700000005,123.57904,2.93,291.33653960000004
DAP001,ONGAR,2016,416,3216,1228,0,4900,187,5087,1.4957349080000002,237.06072000000003,22.5,0.0
DAP001,OTHDEC,2016,1450,1648,1927,536,4047,1746,5793,3.184728218,1947.3183600000002,2.07,0.0
DAP001,OTHFLD,2016,155,293,86,0,652,17,669,3.1161745410000004,24.07756,11.55,0.0
DAP001,OTHTRK,2016,617,5261,514,0,6015,822,6836,2.50866978,3417.8378,2.53,0.0
DAP001,PASTR,2016,245,139,190,0,519,148,666,4.643786792,89.90799999999999,3.63,0.0
DAP001,POTATO,2016,583,2266,407,0,3187,268,3455,1.6592847769999999,652.0207200000001,18.64,0.0
DAP001,PRTOM,2016,582,1588,758,0,2987,185,3172,1.9569763569999998,73.14164,49.76,0.0
DAP001,RICE,2016,550,819,318,0,1769,68,1837,3.1369094489999996,272.7868,3.49,0.0
DAP001,SAFLR,2016,123,192,43,0,341,28,369,1.068963255,453.91684000000004,1.4,0.0
DAP001,SBEET,2016,374,725,344,0,1567,0,1567,3.7538385830000003,42.483999999999995,44.2,0.0
DAP001,SUBTRP,2016,794,875,2275,283,3525,980,4471,3.302832215,594.89456,6.35,0.0
DAP001,VINE,2016,1664,1075,1662,1241,3476,2220,5695,2.460587332,587.53396,7.31,0.0
DAP002,ALFAL,2016,553,527,276,0,1182,608,1790,4.414817076,141.39268,6.37,1353.526634
DAP002,ALPIS,2016,1092,1642,760,390,2820,1314,4133,4.083923885,4740.4832799999995,1.02,0.0
DAP002,CORN,2016,678,593,162,0,1122,74,1196,1.8687501569999998,154.128,5.2,1437.339311
DAP002,COTTN,2016,567,886,152,0,1339,524,1862,3.576385485,2194.348,0.78,0.0
DAP002,CUCUR,2016,624,3340,3581,0,7603,145,7748,1.8852459940000001,318.12612,60.19,0.0
DAP002,DRYBN,2016,299,519,358,0,1194,36,1230,1.702099738,1074.944,1.24,0.0
DAP002,FRTOM,2016,402,1399,4793,0,6641,90,6731,1.897901056,459.667,16.52,0.0
DAP002,GRAIN,2016,317,319,135,0,614,188,801,0.43337286700000005,123.57904,2.93,950.9046231000001
DAP002,ONGAR,2016,416,3216,1228,0,4900,187,5087,1.4957349080000002,237.06072000000003,22.5,0.0
DAP002,OTHDEC,2016,1450,1648,1927,536,4047,1746,5793,3.184728218,1947.3183600000002,2.07,0.0
DAP002,OTHFLD,2016,155,293,86,0,652,17,669,3.1161745410000004,24.07756,11.55,0.0
DAP002,OTHTRK,2016,617,5261,514,0,6015,822,6836,2.50866978,3417.8378,2.53,0.0
DAP002,PASTR,2016,245,139,190,0,519,148,666,4.643786792,89.90799999999999,3.63,19.42893275
DAP002,POTATO,2016,583,2266,407,0,3187,268,3455,1.6592847769999999,652.0207200000001,18.64,27.94868099
DAP002,PRTOM,2016,582,1588,758,0,2987,185,3172,1.9569763569999998,73.14164,49.76,53.6820632
DAP002,RICE,2016,550,819,318,0,1769,68,1837,3.1369094489999996,272.7868,3.49,669.2380696
DAP002,SAFLR,2016,123,192,43,0,341,28,369,1.068963255,453.91684000000004,1.4,0.0
DAP002,SBEET,2016,374,725,344,0,1567,0,1567,3.7538385830000003,42.483999999999995,44.2,0.0
DAP002,SUBTRP,2016,794,875,2275,283,3525,980,4471,3.302832215,594.89456,6.35,0.0
DAP002,VINE,2016,1664,1075,1662,1241,3476,2220,5695,2.460587332,587.53396,7.31,0.0
DAP003,ALFAL,2016,553,527,276,0,1182,608,1790,4.414817076,153.80195999999995,4.16,9.425144193
DAP003,ALPIS,2016,1092,1642,760,390,2820,1314,4133,4.083923885,4527.016,0.92,0.0
DAP003,CORN,2016,678,593,162,0,1122,74,1196,1.8687501569999998,154.128,5.2,0.0
DAP003,COTTN,2016,567,886,152,0,1339,524,1862,3.576385485,2194.348,0.78,0.0
DAP003,CUCUR,2016,624,3340,3581,0,7603,145,7748,1.8852459940000001,318.12612,60.19,0.0
DAP003,DRYBN,2016,299,519,358,0,1194,36,1230,1.702099738,1133.236,1.18,0.0
DAP003,FRTOM,2016,402,1399,4793,0,6641,90,6731,1.897901056,459.667,16.52,0.0
DAP003,GRAIN,2016,317,319,135,0,614,188,801,0.43337286700000005,181.47583999999998,2.06,0.0
DAP003,ONGAR,2016,416,3216,1228,0,4900,187,5087,1.4957349080000002,237.06072000000003,22.5,0.0
DAP003,OTHDEC,2016,1450,1648,1927,536,4047,1746,5793,3.184728218,1754.42124,2.29,0.0
DAP003,OTHFLD,2016,155,293,86,0,652,17,669,3.1161745410000004,23.712,10.93,0.0
DAP003,OTHTRK,2016,617,5261,514,0,6015,822,6836,2.50866978,3417.8378,2.53,0.0
DAP003,PASTR,2016,245,139,190,0,519,148,666,4.643786792,89.90799999999999,3.63,947.9079830000001
DAP003,POTATO,2016,583,2266,407,0,3187,268,3455,1.6592847769999999,652.0207200000001,18.64,0.0
DAP003,PRTOM,2016,582,1588,758,0,2987,185,3172,1.9569763569999998,72.45992,45.75,0.0
DAP003,RICE,2016,550,819,318,0,1769,68,1837,3.1369094489999996,261.82,3.91,0.0
DAP003,SAFLR,2016,123,192,43,0,341,28,369,1.068963255,435.708,1.19,0.0
DAP003,SBEET,2016,374,725,344,0,1567,0,1567,3.7538385830000003,42.483999999999995,44.2,0.0
DAP003,SUBTRP,2016,794,875,2275,283,3525,980,4471,3.302832215,864.86556,2.13,0.0
DAP003,VINE,2016,1664,1075,1662,1241,3476,2220,5695,2.460587332,1082.87764,5.04,0.0
DAP004,ALFAL,2016,553,527,276,0,1182,608,1790,4.414817076,153.80195999999995,4.16,0.0
DAP004,ALPIS,2016,1092,1642,760,390,2820,1314,4133,4.083923885,4527.016,0.92,0.0
DAP004,CORN,2016,678,593,162,0,1122,74,1196,1.8687501569999998,154.128,5.2,0.0
DAP004,COTTN,2016,567,886,152,0,1339,524,1862,3.576385485,2194.348,0.78,0.0
DAP004,CUCUR,2016,624,3340,3581,0,7603,145,7748,1.8852459940000001,318.12612,60.19,0.0
DAP004,DRYBN,2016,299,519,358,0,1194,36,1230,1.702099738,1133.236,1.18,0.0
DAP004,FRTOM,2016,402,1399,4793,0,6641,90,6731,1.897901056,459.667,16.52,0.0
DAP004,GRAIN,2016,317,319,135,0,614,188,801,0.43337286700000005,181.47583999999998,2.06,0.0
DAP004,ONGAR,2016,416,3216,1228,0,4900,187,5087,1.4957349080000002,237.06072000000003,22.5,0.0
DAP004,OTHDEC,2016,1450,1648,1927,536,4047,1746,5793,3.184728218,1754.42124,2.29,0.0
DAP004,OTHFLD,2016,155,293,86,0,652,17,669,3.1161745410000004,23.712,10.93,0.0
DAP004,OTHTRK,2016,617,5261,514,0,6015,822,6836,2.50866978,3417.8378,2.53,0.0
DAP004,PASTR,2016,245,139,190,0,519,148,666,4.643786792,89.90799999999999,3.63,0.0
DAP004,POTATO,2016,583,2266,407,0,3187,268,3455,1.6592847769999999,652.0207200000001,18.64,0.0
DAP004,PRTOM,2016,582,1588,758,0,2987,185,3172,1.9569763569999998,72.45992,45.75,0.0
DAP004,RICE,2016,550,819,318,0,1769,68,1837,3.1369094489999996,261.82,3.91,0.0
DAP004,SAFLR,2016,123,192,43,0,341,28,369,1.068963255,435.708,1.19,0.0
DAP004,SBEET,2016,374,725,344,0,1567,0,1567,3.7538385830000003,42.483999999999995,44.2,0.0
DAP004,SUBTRP,2016,794,875,2275,283,3525,980,4471,3.302832215,864.86556,2.13,0.0
DAP004,VINE,2016,1664,1075,1662,1241,3476,2220,5695,2.460587332,1082.87764,5.04,0.0
DAP005,ALFAL,2016,553,527,276,0,1182,608,1790,4.414716134,141.39268,6.37,0.0
DAP005,ALPIS,2016,1092,1642,760,390,2820,1314,4133,4.126658668,4740.4832799999995,1.02,0.0
DAP005,CORN,2016,678,593,162,0,1122,74,1196,1.862039009,154.128,5.2,451.0717659
DAP005,COTTN,2016,567,886,152,0,1339,524,1862,3.518890372,2194.348,0.78,0.0
DAP005,CUCUR,2016,624,3340,3581,0,7603,145,7748,1.8783002519999998,318.12612,60.19,0.0
DAP005,DRYBN,2016,299,519,358,0,1194,36,1230,1.688926816,1074.944,1.24,0.0
DAP005,FRTOM,2016,402,1399,4793,0,6641,90,6731,1.897901056,459.667,16.52,0.0
DAP005,GRAIN,2016,317,319,135,0,614,188,801,0.405584193,123.57904,2.93,308.2235677
DAP005,ONGAR,2016,416,3216,1228,0,4900,187,5087,1.495176709,237.06072000000003,22.5,0.0
DAP005,OTHDEC,2016,1450,1648,1927,536,4047,1746,5793,3.237341939,1947.3183600000002,2.07,5.619273892000001
DAP005,OTHFLD,2016,155,293,86,0,652,17,669,3.1410441330000003,24.07756,11.55,0.0
DAP005,OTHTRK,2016,617,5261,514,0,6015,822,6836,2.54354089,3417.8378,2.53,0.0
DAP005,PASTR,2016,245,139,190,0,519,148,666,4.6813515180000005,89.90799999999999,3.63,0.0
DAP005,POTATO,2016,583,2266,407,0,3187,268,3455,1.6703524109999999,652.0207200000001,18.64,108.59813179999999
DAP005,PRTOM,2016,582,1588,758,0,2987,185,3172,1.947230153,73.14164,49.76,0.0
DAP005,RICE,2016,550,819,318,0,1769,68,1837,3.14785241,272.7868,3.49,0.0
DAP005,SAFLR,2016,123,192,43,0,341,28,369,1.073890704,453.91684000000004,1.4,0.0
DAP005,SBEET,2016,374,725,344,0,1567,0,1567,3.7538385830000003,42.483999999999995,44.2,0.0
DAP005,SUBTRP,2016,794,875,2275,283,3525,980,4471,3.309512675,594.89456,6.35,0.0
DAP005,VINE,2016,1664,1075,1662,1241,3476,2220,5695,2.490932083,587.53396,7.31,0.0
DAP006,ALFAL,2016,553,527,276,0,1182,608,1790,4.414817076,153.80195999999995,4.16,50.59477652
DAP006,ALPIS,2016,1092,1642,760,390,2820,1314,4133,4.083923885,4527.016,0.92,13.54012627
DAP006,CORN,2016,678,593,162,0,1122,74,1196,1.8687501569999998,154.128,5.2,69.76787716
DAP006,COTTN,2016,567,886,152,0,1339,524,1862,3.576385485,2194.348,0.78,0.0
DAP006,CUCUR,2016,624,3340,3581,0,7603,145,7748,1.8852459940000001,318.12612,60.19,0.0
DAP006,DRYBN,2016,299,519,358,0,1194,36,1230,1.702099738,1133.236,1.18,0.0
DAP006,FRTOM,2016,402,1399,4793,0,6641,90,6731,1.897901056,459.667,16.52,0.0
DAP006,GRAIN,2016,317,319,135,0,614,188,801,0.43337286700000005,181.47583999999998,2.06,42.66165784
DAP006,ONGAR,2016,416,3216,1228,0,4900,187,5087,1.4957349080000002,237.06072000000003,22.5,0.0
DAP006,OTHDEC,2016,1450,1648,1927,536,4047,1746,5793,3.184728218,1754.42124,2.29,0.0
DAP006,OTHFLD,2016,155,293,86,0,652,17,669,3.1161745410000004,23.712,10.93,0.0
DAP006,OTHTRK,2016,617,5261,514,0,6015,822,6836,2.50866978,3417.8378,2.53,0.0
DAP006,PASTR,2016,245,139,190,0,519,148,666,4.643786792,89.90799999999999,3.63,86.16641847
DAP006,POTATO,2016,583,2266,407,0,3187,268,3455,1.6592847769999999,652.0207200000001,18.64,0.0
DAP006,PRTOM,2016,582,1588,758,0,2987,185,3172,1.9569763569999998,72.45992,45.75,0.0
DAP006,RICE,2016,550,819,318,0,1769,68,1837,3.1369094489999996,261.82,3.91,0.0
DAP006,SAFLR,2016,123,192,43,0,341,28,369,1.068963255,435.708,1.19,0.0
DAP006,SBEET,2016,374,725,344,0,1567,0,1567,3.7538385830000003,42.483999999999995,44.2,0.0
DAP006,SUBTRP,2016,794,875,2275,283,3525,980,4471,3.302832215,864.86556,2.13,0.0
DAP006,VINE,2016,1664,1075,1662,1241,3476,2220,5695,2.460587332,1082.87764,5.04,80.43555449
DAP007,ALFAL,2016,553,527,276,0,1182,608,1790,4.414817076,141.39268,6.37,710.6805575
DAP007,ALPIS,2016,1092,1642,760,390,2820,1314,4133,4.083923885,4740.4832799999995,1.02,0.0
DAP007,CORN,2016,678,593,162,0,1122,74,1196,1.8687501569999998,154.128,5.2,3865.455932
DAP007,COTTN,2016,567,886,152,0,1339,524,1862,3.576385485,2194.348,0.78,0.0
DAP007,CUCUR,2016,624,3340,3581,0,7603,145,7748,1.8852459940000001,318.12612,60.19,0.0
DAP007,DRYBN,2016,299,519,358,0,1194,36,1230,1.702099738,1074.944,1.24,0.0
DAP007,FRTOM,2016,402,1399,4793,0,6641,90,6731,1.897901056,459.667,16.52,0.0
DAP007,GRAIN,2016,317,319,135,0,614,188,801,0.43337286700000005,123.57904,2.93,0.0
DAP007,ONGAR,2016,416,3216,1228,0,4900,187,5087,1.4957349080000002,237.06072000000003,22.5,0.0
DAP007,OTHDEC,2016,1450,1648,1927,536,4047,1746,5793,3.184728218,1947.3183600000002,2.07,0.0
DAP007,OTHFLD,2016,155,293,86,0,652,17,669,3.1161745410000004,24.07756,11.55,0.0
DAP007,OTHTRK,2016,617,5261,514,0,6015,822,6836,2.50866978,3417.8378,2.53,0.0
DAP007,PASTR,2016,245,139,190,0,519,148,666,4.643786792,89.90799999999999,3.63,0.0
DAP007,POTATO,2016,583,2266,407,0,3187,268,3455,1.6592847769999999,652.0207200000001,18.64,0.0
DAP007,PRTOM,2016,582,1588,758,0,2987,185,3172,1.9569763569999998,73.14164,49.76,0.0
DAP007,RICE,2016,550,819,318,0,1769,68,1837,3.1369094489999996,272.7868,3.49,0.0
DAP007,SAFLR,2016,123,192,43,0,341,28,369,1.068963255,453.91684000000004,1.4,0.0
DAP007,SBEET,2016,374,725,344,0,1567,0,1567,3.7538385830000003,42.483999999999995,44.2,0.0
DAP007,SUBTRP,2016,794,875,2275,283,3525,980,4471,3.302832215,594.89456,6.35,0.0
DAP007,VINE,2016,1664,1075,1662,1241,3476,2220,5695,2.460587332,587.53396,7.31,0.0
DAP008,ALFAL,2016,553,527,276,0,1182,608,1790,4.414817076,141.39268,6.37,598.0773568
DAP008,ALPIS,2016,1092,1642,760,390,2820,1314,4133,4.083923885,4740.4832799999995,1.02,0.0
DAP008,CORN,2016,678,593,162,0,1122,74,1196,1.8687501569999998,154.128,5.2,877.1463766
DAP008,COTTN,2016,567,886,152,0,1339,524,1862,3.576385485,2194.348,0.78,0.0
DAP008,CUCUR,2016,624,3340,3581,0,7603,145,7748,1.8852459940000001,318.12612,60.19,53.16332992
DAP008,DRYBN,2016,299,519,358,0,1194,36,1230,1.702099738,1074.944,1.24,0.0
DAP008,FRTOM,2016,402,1399,4793,0,6641,90,6731,1.897901056,459.667,16.52,0.0
DAP008,GRAIN,2016,317,319,135,0,614,188,801,0.43337286700000005,123.57904,2.93,86.90411768
DAP008,ONGAR,2016,416,3216,1228,0,4900,187,5087,1.4957349080000002,237.06072000000003,22.5,0.0
DAP008,OTHDEC,2016,1450,1648,1927,536,4047,1746,5793,3.184728218,1947.3183600000002,2.07,138.9309171
DAP008,OTHFLD,2016,155,293,86,0,652,17,669,3.1161745410000004,24.07756,11.55,0.0
DAP008,OTHTRK,2016,617,5261,514,0,6015,822,6836,2.50866978,3417.8378,2.53,0.0
DAP008,PASTR,2016,245,139,190,0,519,148,666,4.643786792,89.90799999999999,3.63,136.3012081
DAP008,POTATO,2016,583,2266,407,0,3187,268,3455,1.6592847769999999,652.0207200000001,18.64,0.0
DAP008,PRTOM,2016,582,1588,758,0,2987,185,3172,1.9569763569999998,73.14164,49.76,371.39637949999997
DAP008,RICE,2016,550,819,318,0,1769,68,1837,3.1369094489999996,272.7868,3.49,545.3777256
DAP008,SAFLR,2016,123,192,43,0,341,28,369,1.068963255,453.91684000000004,1.4,57.72271164
DAP008,SBEET,2016,374,725,344,0,1567,0,1567,3.7538385830000003,42.483999999999995,44.2,0.0
DAP008,SUBTRP,2016,794,875,2275,283,3525,980,4471,3.302832215,594.89456,6.35,0.0
DAP008,VINE,2016,1664,1075,1662,1241,3476,2220,5695,2.460587332,587.53396,7.31,430.2991491
DAP009,ALFAL,2016,553,527,276,0,1182,608,1790,4.414817076,153.80195999999995,4.16,0.0
DAP009,ALPIS,2016,1092,1642,760,390,2820,1314,4133,4.083923885,4527.016,0.92,0.0
DAP009,CORN,2016,678,593,162,0,1122,74,1196,1.8687501569999998,154.128,5.2,0.0
DAP009,COTTN,2016,567,886,152,0,1339,524,1862,3.576385485,2194.348,0.78,0.0
DAP009,CUCUR,2016,624,3340,3581,0,7603,145,7748,1.8852459940000001,318.12612,60.19,0.0
DAP009,DRYBN,2016,299,519,358,0,1194,36,1230,1.702099738,1133.236,1.18,0.0
DAP009,FRTOM,2016,402,1399,4793,0,6641,90,6731,1.897901056,459.667,16.52,0.0
DAP009,GRAIN,2016,317,319,135,0,614,188,801,0.43337286700000005,181.47583999999998,2.06,0.0
DAP009,ONGAR,2016,416,3216,1228,0,4900,187,5087,1.4957349080000002,237.06072000000003,22.5,0.0
DAP009,OTHDEC,2016,1450,1648,1927,536,4047,1746,5793,3.184728218,1754.42124,2.29,0.0
DAP009,OTHFLD,2016,155,293,86,0,652,17,669,3.1161745410000004,23.712,10.93,0.0
DAP009,OTHTRK,2016,617,5261,514,0,6015,822,6836,2.50866978,3417.8378,2.53,0.0
DAP009,PASTR,2016,245,139,190,0,519,148,666,4.643786792,89.90799999999999,3.63,818.6079647
DAP009,POTATO,2016,583,2266,407,0,3187,268,3455,1.6592847769999999,652.0207200000001,18.64,0.0
DAP009,PRTOM,2016,582,1588,758,0,2987,185,3172,1.9569763569999998,72.45992,45.75,0.0
DAP009,RICE,2016,550,819,318,0,1769,68,1837,3.1369094489999996,261.82,3.91,0.0
DAP009,SAFLR,2016,123,192,43,0,341,28,369,1.068963255,435.708,1.19,0.0
DAP009,SBEET,2016,374,725,344,0,1567,0,1567,3.7538385830000003,42.483999999999995,44.2,0.0
DAP009,SUBTRP,2016,794,875,2275,283,3525,980,4471,3.302832215,864.86556,2.13,0.0
DAP009,VINE,2016,1664,1075,1662,1241,3476,2220,5695,2.460587332,1082.87764,5.04,0.0
DAP010,ALFAL,2016,553,527,276,0,1182,608,1790,4.361771624,136.35388,5.9,2867.902209
DAP010,ALPIS,2016,1092,1642,760,390,2820,1314,4133,4.631040968,4527.016,0.92,0.0
DAP010,CORN,2016,678,593,162,0,1122,74,1196,2.30865375,154.128,5.2,4921.05415
DAP010,COTTN,2016,567,886,152,0,1339,524,1862,3.576385485,2194.348,0.78,0.0
DAP010,CUCUR,2016,624,3340,3581,0,7603,145,7748,3.063539055,318.12612,60.19,0.0
DAP010,DRYBN,2016,299,519,358,0,1194,36,1230,2.082948344,1133.236,1.18,0.0
DAP010,FRTOM,2016,402,1399,4793,0,6641,90,6731,1.897901056,459.667,16.52,0.0
DAP010,GRAIN,2016,317,319,135,0,614,188,801,1.152820207,142.7166,3.09,229.8357631
DAP010,ONGAR,2016,416,3216,1228,0,4900,187,5087,3.6247793710000002,237.06072000000003,22.5,0.0
DAP010,OTHDEC,2016,1450,1648,1927,536,4047,1746,5793,3.308391849,1649.8216799999998,1.7,144.16911169999997
DAP010,OTHFLD,2016,155,293,86,0,652,17,669,2.329128241,23.5144,10.32,0.0
DAP010,OTHTRK,2016,617,5261,514,0,6015,822,6836,2.720162383,3417.8378,2.53,33.7258547
DAP010,PASTR,2016,245,139,190,0,519,148,666,4.648426015,89.90799999999999,3.63,460.08340250000003
DAP010,POTATO,2016,583,2266,407,0,3187,268,3455,3.0958333330000003,652.0207200000001,18.64,0.0
DAP010,PRTOM,2016,582,1588,758,0,2987,185,3172,3.0514996780000003,71.88688,39.0,208.4737677
DAP010,RICE,2016,550,819,318,0,1769,68,1837,3.053119693,233.2174,4.0,0.0
DAP010,SAFLR,2016,123,192,43,0,341,28,369,1.396679049,434.53227999999996,1.21,149.05676630000002
DAP010,SBEET,2016,374,725,344,0,1567,0,1567,3.7538385830000003,42.483999999999995,44.2,0.0
DAP010,SUBTRP,2016,794,875,2275,283,3525,980,4471,3.55169305,1079.884,3.28,0.0
DAP010,VINE,2016,1664,1075,1662,1241,3476,2220,5695,2.642979671,631.91492,8.5,955.8371367000001
DAP011,ALFAL,2016,553,527,276,0,1182,608,1790,4.886844938,153.80195999999995,4.16,0.0
DAP011,ALPIS,2016,1092,1642,760,390,2820,1314,4133,4.631040968,4527.016,0.92,0.0
DAP011,CORN,2016,678,593,162,0,1122,74,1196,2.474909857,154.128,5.2,0.0
DAP011,COTTN,2016,567,886,152,0,1339,524,1862,3.576385485,2194.348,0.78,0.0
DAP011,CUCUR,2016,624,3340,3581,0,7603,145,7748,2.402162295,318.12612,60.19,0.0
DAP011,DRYBN,2016,299,519,358,0,1194,36,1230,2.171594682,1133.236,1.18,0.0
DAP011,FRTOM,2016,402,1399,4793,0,6641,90,6731,1.897901056,459.667,16.52,0.0
DAP011,GRAIN,2016,317,319,135,0,614,188,801,1.185953339,181.47583999999998,2.06,0.0
DAP011,ONGAR,2016,416,3216,1228,0,4900,187,5087,3.23490065,237.06072000000003,22.5,0.0
DAP011,OTHDEC,2016,1450,1648,1927,536,4047,1746,5793,4.21,1754.42124,2.29,0.0
DAP011,OTHFLD,2016,155,293,86,0,652,17,669,2.9428367069999997,23.712,10.93,0.0
DAP011,OTHTRK,2016,617,5261,514,0,6015,822,6836,1.51,3417.8378,2.53,0.0
DAP011,PASTR,2016,245,139,190,0,519,148,666,4.62,89.90799999999999,3.63,0.0
DAP011,POTATO,2016,583,2266,407,0,3187,268,3455,2.144422572,652.0207200000001,18.64,0.0
DAP011,PRTOM,2016,582,1588,758,0,2987,185,3172,2.617074417,72.45992,45.75,0.0
DAP011,RICE,2016,550,819,318,0,1769,68,1837,3.056154098,261.82,3.91,0.0
DAP011,SAFLR,2016,123,192,43,0,341,28,369,1.847863759,435.708,1.19,0.0
DAP011,SBEET,2016,374,725,344,0,1567,0,1567,3.7538385830000003,42.483999999999995,44.2,0.0
DAP011,SUBTRP,2016,794,875,2275,283,3525,980,4471,3.626041763,864.86556,2.13,0.0
DAP011,VINE,2016,1664,1075,1662,1241,3476,2220,5695,1.19,1082.87764,5.04,0.0
DAP012,ALFAL,2016,553,527,276,0,1182,608,1790,4.414817076,153.80195999999995,4.16,1674.958085
DAP012,ALPIS,2016,1092,1642,760,390,2820,1314,4133,4.083923885,4527.016,0.92,0.0
DAP012,CORN,2016,678,593,162,0,1122,74,1196,1.8687501569999998,154.128,5.2,21.75627868
DAP012,COTTN,2016,567,886,152,0,1339,524,1862,3.576385485,2194.348,0.78,0.0
DAP012,CUCUR,2016,624,3340,3581,0,7603,145,7748,1.8852459940000001,318.12612,60.19,0.0
DAP012,DRYBN,2016,299,519,358,0,1194,36,1230,1.702099738,1133.236,1.18,0.0
DAP012,FRTOM,2016,402,1399,4793,0,6641,90,6731,1.897901056,459.667,16.52,0.0
DAP012,GRAIN,2016,317,319,135,0,614,188,801,0.43337286700000005,181.47583999999998,2.06,858.7050047
DAP012,ONGAR,2016,416,3216,1228,0,4900,187,5087,1.4957349080000002,237.06072000000003,22.5,0.0
DAP012,OTHDEC,2016,1450,1648,1927,536,4047,1746,5793,3.184728218,1754.42124,2.29,0.0
DAP012,OTHFLD,2016,155,293,86,0,652,17,669,3.1161745410000004,23.712,10.93,0.0
DAP012,OTHTRK,2016,617,5261,514,0,6015,822,6836,2.50866978,3417.8378,2.53,146.300263
DAP012,PASTR,2016,245,139,190,0,519,148,666,4.643786792,89.90799999999999,3.63,744.7489704
DAP012,POTATO,2016,583,2266,407,0,3187,268,3455,1.6592847769999999,652.0207200000001,18.64,0.0
DAP012,PRTOM,2016,582,1588,758,0,2987,185,3172,1.9569763569999998,72.45992,45.75,466.3951955
DAP012,RICE,2016,550,819,318,0,1769,68,1837,3.1369094489999996,261.82,3.91,0.0
DAP012,SAFLR,2016,123,192,43,0,341,28,369,1.068963255,435.708,1.19,0.0
DAP012,SBEET,2016,374,725,344,0,1567,0,1567,3.7538385830000003,42.483999999999995,44.2,0.0
DAP012,SUBTRP,2016,794,875,2275,283,3525,980,4471,3.302832215,864.86556,2.13,0.0
DAP012,VINE,2016,1664,1075,1662,1241,3476,2220,5695,2.460587332,1082.87764,5.04,0.0
DAP013,ALFAL,2016,553,527,276,0,1182,608,1790,4.361803545,137.49996000000002,5.25,144.2444396
DAP013,ALPIS,2016,1092,1642,760,390,2820,1314,4133,4.628101978,4424.68884,0.89,0.0
DAP013,CORN,2016,678,593,162,0,1122,74,1196,2.308599053,154.128,5.2,0.0
DAP013,COTTN,2016,567,886,152,0,1339,524,1862,3.576385485,2194.348,0.78,0.0
DAP013,CUCUR,2016,624,3340,3581,0,7603,145,7748,3.0614110130000003,318.12612,60.19,0.0
DAP013,DRYBN,2016,299,519,358,0,1194,36,1230,2.082837875,1192.8618,1.12,0.0
DAP013,FRTOM,2016,402,1399,4793,0,6641,90,6731,1.897901056,459.667,16.52,0.0
DAP013,GRAIN,2016,317,319,135,0,614,188,801,1.152196709,145.0384,2.61,28.95465287
DAP013,ONGAR,2016,416,3216,1228,0,4900,187,5087,3.6244681410000004,237.06072000000003,22.5,0.0
DAP013,OTHDEC,2016,1450,1648,1927,536,4047,1746,5793,3.308801983,2118.8549199999998,1.83,0.0
DAP013,OTHFLD,2016,155,293,86,0,652,17,669,2.328848787,23.712,10.93,0.0
DAP013,OTHTRK,2016,617,5261,514,0,6015,822,6836,2.719460425,3417.8378,2.53,0.0
DAP013,PASTR,2016,245,139,190,0,519,148,666,4.649192968,89.90799999999999,3.63,2168.830856
DAP013,POTATO,2016,583,2266,407,0,3187,268,3455,3.092804964,652.0207200000001,18.64,0.0
DAP013,PRTOM,2016,582,1588,758,0,2987,185,3172,3.0507691610000003,73.48743999999998,43.75,0.0
DAP013,RICE,2016,550,819,318,0,1769,68,1837,3.053221503,261.82,3.91,0.0
DAP013,SAFLR,2016,123,192,43,0,341,28,369,1.399331806,425.37352,1.12,0.0
DAP013,SBEET,2016,374,725,344,0,1567,0,1567,3.7538385830000003,42.483999999999995,44.2,0.0
DAP013,SUBTRP,2016,794,875,2275,283,3525,980,4471,3.551445857,2339.81124,1.63,0.0
DAP013,VINE,2016,1664,1075,1662,1241,3476,2220,5695,2.645138135,811.9878,5.79,0.0
DAP014,ALFAL,2016,553,527,276,0,1182,608,1790,4.414817076,141.39268,6.37,658.0124381
DAP014,ALPIS,2016,1092,1642,760,390,2820,1314,4133,4.083923885,4740.4832799999995,1.02,0.0
DAP014,CORN,2016,678,593,162,0,1122,74,1196,1.8687501569999998,154.128,5.2,0.0
DAP014,COTTN,2016,567,886,152,0,1339,524,1862,3.576385485,2194.348,0.78,0.0
DAP014,CUCUR,2016,624,3340,3581,0,7603,145,7748,1.8852459940000001,318.12612,60.19,0.0
DAP014,DRYBN,2016,299,519,358,0,1194,36,1230,1.702099738,1074.944,1.24,0.0
DAP014,FRTOM,2016,402,1399,4793,0,6641,90,6731,1.897901056,459.667,16.52,0.0
DAP014,GRAIN,2016,317,319,135,0,614,188,801,0.43337286700000005,123.57904,2.93,23.03736728
DAP014,ONGAR,2016,416,3216,1228,0,4900,187,5087,1.4957349080000002,237.06072000000003,22.5,0.0
DAP014,OTHDEC,2016,1450,1648,1927,536,4047,1746,5793,3.184728218,1947.3183600000002,2.07,0.0
DAP014,OTHFLD,2016,155,293,86,0,652,17,669,3.1161745410000004,24.07756,11.55,0.0
