crop_code,internal_id,region_name,County,direct_output,Event,IMPLAN, Direct_Employment, Direct_LaborIncome, Direct_Output, Direct_ValueAdded, Indirect_Employment, Indirect_LaborIncome, Indirect_Output, Indirect_ValueAdded, Induced_Employment, Induced_LaborIncome, Induced_Output, Induced_ValueAdded, Total_Employment, Total_LaborIncome, Total_Output, Total_ValueAdded
POTATO,DAP084,MIDDLE & UPPER ROBERTS ISLAND,San Joaquin,1,Impact Vegetables,Vegetable and melon farming,-3.27505377551483e-6,-0.184089617320493,-1,-0.524078027050527,-2.7219343425485597e-6,-0.135371865185767,-0.30019229136688297,-0.183399194326861,-9.8915476472245e-7,-0.0477741246373295,-0.151577988425403,-0.0943573525345072,-6.98614288278584e-6,-0.36723560714358955,-1.451770279792286,-0.8018345739118952
PRTOM,DAP084,MIDDLE & UPPER ROBERTS ISLAND,San Joaquin,1,Impact Vegetables,Vegetable and melon farming,-3.27505377551483e-6,-0.184089617320493,-1,-0.524078027050527,-2.7219343425485597e-6,-0.135371865185767,-0.30019229136688297,-0.183399194326861,-9.8915476472245e-7,-0.0477741246373295,-0.151577988425403,-0.0943573525345072,-6.98614288278584e-6,-0.36723560714358955,-1.451770279792286,-0.8018345739118952
SAFLR,DAP084,MIDDLE & UPPER ROBERTS ISLAND,San Joaquin,1,Impact Oilseed,Oilseed farming,-5.46012130522606e-7,-0.735317981842067,-1,-0.950372451596457,-2.6320600825631303e-7,-0.0124598162627032,-0.0304962056575691,-0.017780264422375,-2.6340948438924097e-6,-0.126893988018356,-0.40244439884626,-0.250238811672519,-3.443312982671329e-6,-0.8746717861231261,-1.432940604503829,-1.218391527691351
SUBTRP,DAP084,MIDDLE & UPPER ROBERTS ISLAND,San Joaquin,1,Impact Fruit,Fruit farming,-4.2918017174673304e-6,-0.24433123699842,-1,-0.6317919606463891,-2.89358691689245e-6,-0.144992963895515,-0.24327875871941498,-0.172246151833646,-1.20837715967259e-6,-0.0583587866167376,-0.18515937716713202,-0.11525890453097801,-8.393765794032371e-6,-0.4476829875106726,-1.428438135886547,-0.9192970170110131
VINE,DAP084,MIDDLE & UPPER ROBERTS ISLAND,San Joaquin,1,Impact Fruit,Fruit farming,-4.2918017174673304e-6,-0.24433123699842,-1,-0.6317919606463891,-2.89358691689245e-6,-0.144992963895515,-0.24327875871941498,-0.172246151833646,-1.20837715967259e-6,-0.0583587866167376,-0.18515937716713202,-0.11525890453097801,-8.393765794032371e-6,-0.4476829875106726,-1.428438135886547,-0.9192970170110131
ALFAL,DAP085,CENTRAL DELTA AGGREGATE AREA,San Joaquin,1,Impact Other,All other crop farming,-1.95388218466662e-5,-0.318262507233386,-1,-0.524627567637684,-2.9570142465612597e-6,-0.144435200244331,-0.307759357687262,-0.191796375476918,-1.3960246349652701e-6,-0.0674568374724052,-0.21404344947940399,-0.13326956446007798,-2.389186072819273e-5,-0.5301545449501223,-1.521802807166666,-0.84969350757468
ALPIS,DAP085,CENTRAL DELTA AGGREGATE AREA,San Joaquin,1,Impact Trees,Tree nut farming,-1.56485142568498e-5,-0.699730896125914,-1,-0.661463239542305,-2.7085787463139803e-6,-0.136222406264883,-0.23322609549009501,-0.164804661273337,-2.43589694660526e-6,-0.117780642603082,-0.373761702035242,-0.232780792921352,-2.079298994976904e-5,-0.953733944993879,-1.606987797525337,-1.0590486937369938
CORN,DAP085,CENTRAL DELTA AGGREGATE AREA,San Joaquin,1,Impact Grain,Grain farming,-1.52081302996337e-6,-0.414052161705477,-1,-0.749344152567139,-1.4284571156747502e-6,-0.06955585366542791,-0.167418653466159,-0.09880079863954709,-1.62285722284017e-6,-0.0782505968650066,-0.24820814670081,-0.154397241702843,-4.57212736847829e-6,-0.5618586122359115,-1.415626800166969,-1.002542192909529
CUCUR,DAP085,CENTRAL DELTA AGGREGATE AREA,San Joaquin,1,Impact Vegetables,Vegetable and melon farming,-3.27505377551483e-6,-0.184089617320493,-1,-0.524078027050527,-2.7219343425485597e-6,-0.135371865185767,-0.30019229136688297,-0.183399194326861,-9.8915476472245e-7,-0.0477741246373295,-0.151577988425403,-0.0943573525345072,-6.98614288278584e-6,-0.36723560714358955,-1.451770279792286,-0.8018345739118952
GRAIN,DAP085,CENTRAL DELTA AGGREGATE AREA,San Joaquin,1,Impact Grain,Grain farming,-1.52081302996337e-6,-0.414052161705477,-1,-0.749344152567139,-1.4284571156747502e-6,-0.06955585366542791,-0.167418653466159,-0.09880079863954709,-1.62285722284017e-6,-0.0782505968650066,-0.24820814670081,-0.154397241702843,-4.57212736847829e-6,-0.5618586122359115,-1.415626800166969,-1.002542192909529
OTHDEC,DAP085,CENTRAL DELTA AGGREGATE AREA,San Joaquin,1,Impact Fruit,Fruit farming,-4.2918017174673304e-6,-0.24433123699842,-1,-0.6317919606463891,-2.89358691689245e-6,-0.144992963895515,-0.24327875871941498,-0.172246151833646,-1.20837715967259e-6,-0.0583587866167376,-0.18515937716713202,-0.11525890453097801,-8.393765794032371e-6,-0.4476829875106726,-1.428438135886547,-0.9192970170110131
OTHTRK,DAP085,CENTRAL DELTA AGGREGATE AREA,San Joaquin,1,Impact Vegetables,Vegetable and melon farming,-3.27505377551483e-6,-0.184089617320493,-1,-0.524078027050527,-2.7219343425485597e-6,-0.135371865185767,-0.30019229136688297,-0.183399194326861,-9.8915476472245e-7,-0.0477741246373295,-0.151577988425403,-0.0943573525345072,-6.98614288278584e-6,-0.36723560714358955,-1.451770279792286,-0.8018345739118952
PASTR,DAP085,CENTRAL DELTA AGGREGATE AREA,San Joaquin,1,Impact Other,All other crop farming,-1.95388218466662e-5,-0.318262507233386,-1,-0.524627567637684,-2.9570142465612597e-6,-0.144435200244331,-0.307759357687262,-0.191796375476918,-1.3960246349652701e-6,-0.0674568374724052,-0.21404344947940399,-0.13326956446007798,-2.389186072819273e-5,-0.5301545449501223,-1.521802807166666,-0.84969350757468
PRTOM,DAP085,CENTRAL DELTA AGGREGATE AREA,San Joaquin,1,Impact Vegetables,Vegetable and melon farming,-3.27505377551483e-6,-0.184089617320493,-1,-0.524078027050527,-2.7219343425485597e-6,-0.135371865185767,-0.30019229136688297,-0.183399194326861,-9.8915476472245e-7,-0.0477741246373295,-0.151577988425403,-0.0943573525345072,-6.98614288278584e-6,-0.36723560714358955,-1.451770279792286,-0.8018345739118952
SUBTRP,DAP085,CENTRAL DELTA AGGREGATE AREA,San Joaquin,1,Impact Fruit,Fruit farming,-4.2918017174673304e-6,-0.24433123699842,-1,-0.6317919606463891,-2.89358691689245e-6,-0.144992963895515,-0.24327875871941498,-0.172246151833646,-1.20837715967259e-6,-0.0583587866167376,-0.18515937716713202,-0.11525890453097801,-8.393765794032371e-6,-0.4476829875106726,-1.428438135886547,-0.9192970170110131
VINE,DAP085,CENTRAL DELTA AGGREGATE AREA,San Joaquin,1,Impact Fruit,Fruit farming,-4.2918017174673304e-6,-0.24433123699842,-1,-0.6317919606463891,-2.89358691689245e-6,-0.144992963895515,-0.24327875871941498,-0.172246151833646,-1.20837715967259e-6,-0.0583587866167376,-0.18515937716713202,-0.11525890453097801,-8.393765794032371e-6,-0.4476829875106726,-1.428438135886547,-0.9192970170110131
ALFAL,DAP087,MOSSDALE ISLAND,San Joaquin,1,Impact Other,All other crop farming,-1.95388218466662e-5,-0.318262507233386,-1,-0.524627567637684,-2.9570142465612597e-6,-0.144435200244331,-0.307759357687262,-0.191796375476918,-1.3960246349652701e-6,-0.0674568374724052,-0.21404344947940399,-0.13326956446007798,-2.389186072819273e-5,-0.5301545449501223,-1.521802807166666,-0.84969350757468
CORN,DAP087,MOSSDALE ISLAND,San Joaquin,1,Impact Grain,Grain farming,-1.52081302996337e-6,-0.414052161705477,-1,-0.749344152567139,-1.4284571156747502e-6,-0.06955585366542791,-0.167418653466159,-0.09880079863954709,-1.62285722284017e-6,-0.0782505968650066,-0.24820814670081,-0.154397241702843,-4.57212736847829e-6,-0.5618586122359115,-1.415626800166969,-1.002542192909529
GRAIN,DAP087,MOSSDALE ISLAND,San Joaquin,1,Impact Grain,Grain farming,-1.52081302996337e-6,-0.414052161705477,-1,-0.749344152567139,-1.4284571156747502e-6,-0.06955585366542791,-0.167418653466159,-0.09880079863954709,-1.62285722284017e-6,-0.0782505968650066,-0.24820814670081,-0.154397241702843,-4.57212736847829e-6,-0.5618586122359115,-1.415626800166969,-1.002542192909529
PRTOM,DAP087,MOSSDALE ISLAND,San Joaquin,1,Impact Vegetables,Vegetable and melon farming,-3.27505377551483e-6,-0.184089617320493,-1,-0.524078027050527,-2.7219343425485597e-6,-0.135371865185767,-0.30019229136688297,-0.183399194326861,-9.8915476472245e-7,-0.0477741246373295,-0.151577988425403,-0.0943573525345072,-6.98614288278584e-6,-0.36723560714358955,-1.451770279792286,-0.8018345739118952
ALFAL,DAP088,NETHERLANDS,Solano,1,Impact Other,All other crop farming,-2.0265574085673e-5,-0.38593535127766904,-1,-0.524627567637683,-2.43439483937851e-6,-0.107863212170694,-0.249053898926959,-0.146997246265797,-1.2589066997362802e-6,-0.0577863539795634,-0.19177091204102098,-0.120974021341799,-2.3958875624787785e-5,-0.5515849174279265,-1.44082481096798,-0.792598835245279
ALPIS,DAP088,NETHERLANDS,Solano,1,Impact Trees,Tree nut farming,-1.64379831050016e-5,-0.7898771098920799,-1,-0.663492422403428,-2.17945018993897e-6,-0.102689303139728,-0.16928875577661598,-0.121201987723499,-2.1609110604824e-6,-0.0992555262358805,-0.329417018531414,-0.207782812784583,-2.077834435542297e-5,-0.9918219392676885,-1.49870577430803,-0.9924772229115101
CORN,DAP088,NETHERLANDS,Solano,1,Impact Grain,Grain farming,-1.59150996962883e-6,-0.6009600375529001,-1,-0.748842572017948,-1.16039864414699e-6,-0.0486152887572271,-0.125724727806615,-0.0709785793743374,-1.89814319772703e-6,-0.08698043273988319,-0.28859666146749297,-0.182103867575483,-4.65005181150285e-6,-0.7365557590500104,-1.414321389274108,-1.0019250189677684
CUCUR,DAP088,NETHERLANDS,Solano,1,Impact Vegetables,Vegetable and melon farming,-3.42081038191853e-6,-0.240829767963641,-1,-0.524078027050527,-2.1568241087416303e-6,-0.0941605601989373,-0.219017713681732,-0.13019486876081,-8.89569973097988e-7,-0.0408125020370516,-0.13543307387759698,-0.0854415550726257,-6.467204463758148e-6,-0.3758028301996299,-1.354450787559329,-0.7397144508839627
GRAIN,DAP088,NETHERLANDS,Solano,1,Impact Grain,Grain farming,-1.59150996962883e-6,-0.6009600375529001,-1,-0.748842572017948,-1.16039864414699e-6,-0.0486152887572271,-0.125724727806615,-0.0709785793743374,-1.89814319772703e-6,-0.08698043273988319,-0.28859666146749297,-0.182103867575483,-4.65005181150285e-6,-0.7365557590500104,-1.414321389274108,-1.0019250189677684
ONGAR,DAP088,NETHERLANDS,Solano,1,Impact Vegetables,Vegetable and melon farming,-3.42081038191853e-6,-0.240829767963641,-1,-0.524078027050527,-2.1568241087416303e-6,-0.0941605601989373,-0.219017713681732,-0.13019486876081,-8.89569973097988e-7,-0.0408125020370516,-0.13543307387759698,-0.0854415550726257,-6.467204463758148e-6,-0.3758028301996299,-1.354450787559329,-0.7397144508839627
OTHDEC,DAP088,NETHERLANDS,Solano,1,Impact Fruit,Fruit farming,-4.49500172368547e-6,-0.321713675290928,-1,-0.6317800669247831,-2.3810178165821e-6,-0.11255626231596401,-0.18843060920453297,-0.13264221900302398,-1.16144107965099e-6,-0.053280946656952995,-0.17680677333304698,-0.111544831859267,-8.03746061991856e-6,-0.48755088426384496,-1.36523738253758,-0.875967117787074
OTHFLD,DAP088,NETHERLANDS,Solano,1,Impact Other,All other crop farming,-2.0265574085673e-5,-0.38593535127766904,-1,-0.524627567637683,-2.43439483937851e-6,-0.107863212170694,-0.249053898926959,-0.146997246265797,-1.2589066997362802e-6,-0.0577863539795634,-0.19177091204102098,-0.120974021341799,-2.3958875624787785e-5,-0.5515849174279265,-1.44082481096798,-0.792598835245279
OTHTRK,DAP088,NETHERLANDS,Solano,1,Impact Vegetables,Vegetable and melon farming,-3.42081038191853e-6,-0.240829767963641,-1,-0.524078027050527,-2.1568241087416303e-6,-0.0941605601989373,-0.219017713681732,-0.13019486876081,-8.89569973097988e-7,-0.0408125020370516,-0.13543307387759698,-0.0854415550726257,-6.467204463758148e-6,-0.3758028301996299,-1.354450787559329,-0.7397144508839627
PASTR,DAP088,NETHERLANDS,Solano,1,Impact Other,All other crop farming,-2.0265574085673e-5,-0.38593535127766904,-1,-0.524627567637683,-2.43439483937851e-6,-0.107863212170694,-0.249053898926959,-0.146997246265797,-1.2589066997362802e-6,-0.0577863539795634,-0.19177091204102098,-0.120974021341799,-2.3958875624787785e-5,-0.5515849174279265,-1.44082481096798,-0.792598835245279
POTATO,DAP088,NETHERLANDS,Solano,1,Impact Vegetables,Vegetable and melon farming,-3.42081038191853e-6,-0.240829767963641,-1,-0.524078027050527,-2.1568241087416303e-6,-0.0941605601989373,-0.219017713681732,-0.13019486876081,-8.89569973097988e-7,-0.0408125020370516,-0.13543307387759698,-0.0854415550726257,-6.467204463758148e-6,-0.3758028301996299,-1.354450787559329,-0.7397144508839627
PRTOM,DAP088,NETHERLANDS,Solano,1,Impact Vegetables,Vegetable and melon farming,-3.42081038191853e-6,-0.240829767963641,-1,-0.524078027050527,-2.1568241087416303e-6,-0.0941605601989373,-0.219017713681732,-0.13019486876081,-8.89569973097988e-7,-0.0408125020370516,-0.13543307387759698,-0.0854415550726257,-6.467204463758148e-6,-0.3758028301996299,-1.354450787559329,-0.7397144508839627
SAFLR,DAP088,NETHERLANDS,Solano,1,Impact Oilseed,Oilseed farming,-5.65049925365271e-7,-1.12053037164724,-1,-0.9503111859073899,-2.11364531312527e-7,-0.00866873100211165,-0.0231423196908082,-0.012852346443603299,-3.44247229891345e-6,-0.15767091709979197,-0.523113843244338,-0.330109493554719,-4.2188867555912475e-6,-1.2868700197491436,-1.5462561629351461,-1.2932730259057124
VINE,DAP088,NETHERLANDS,Solano,1,Impact Fruit,Fruit farming,-4.49500172368547e-6,-0.321713675290928,-1,-0.6317800669247831,-2.3810178165821e-6,-0.11255626231596401,-0.18843060920453297,-0.13264221900302398,-1.16144107965099e-6,-0.053280946656952995,-0.17680677333304698,-0.111544831859267,-8.03746061991856e-6,-0.48755088426384496,-1.36523738253758,-0.875967117787074
ALFAL,DAP089,NEW HOPE TRACT,San Joaquin,1,Impact Other,All other crop farming,-1.95388218466662e-5,-0.318262507233386,-1,-0.524627567637684,-2.9570142465612597e-6,-0.144435200244331,-0.307759357687262,-0.191796375476918,-1.3960246349652701e-6,-0.0674568374724052,-0.21404344947940399,-0.13326956446007798,-2.389186072819273e-5,-0.5301545449501223,-1.521802807166666,-0.84969350757468
ALPIS,DAP089,NEW HOPE TRACT,San Joaquin,1,Impact Trees,Tree nut farming,-1.56485142568498e-5,-0.699730896125914,-1,-0.661463239542305,-2.7085787463139803e-6,-0.136222406264883,-0.23322609549009501,-0.164804661273337,-2.43589694660526e-6,-0.117780642603082,-0.373761702035242,-0.232780792921352,-2.079298994976904e-5,-0.953733944993879,-1.606987797525337,-1.0590486937369938
CORN,DAP089,NEW HOPE TRACT,San Joaquin,1,Impact Grain,Grain farming,-1.52081302996337e-6,-0.414052161705477,-1,-0.749344152567139,-1.4284571156747502e-6,-0.06955585366542791,-0.167418653466159,-0.09880079863954709,-1.62285722284017e-6,-0.0782505968650066,-0.24820814670081,-0.154397241702843,-4.57212736847829e-6,-0.5618586122359115,-1.415626800166969,-1.002542192909529
CUCUR,DAP089,NEW HOPE TRACT,San Joaquin,1,Impact Vegetables,Vegetable and melon farming,-3.27505377551483e-6,-0.184089617320493,-1,-0.524078027050527,-2.7219343425485597e-6,-0.135371865185767,-0.30019229136688297,-0.183399194326861,-9.8915476472245e-7,-0.0477741246373295,-0.151577988425403,-0.0943573525345072,-6.98614288278584e-6,-0.36723560714358955,-1.451770279792286,-0.8018345739118952
GRAIN,DAP089,NEW HOPE TRACT,San Joaquin,1,Impact Grain,Grain farming,-1.52081302996337e-6,-0.414052161705477,-1,-0.749344152567139,-1.4284571156747502e-6,-0.06955585366542791,-0.167418653466159,-0.09880079863954709,-1.62285722284017e-6,-0.0782505968650066,-0.24820814670081,-0.154397241702843,-4.57212736847829e-6,-0.5618586122359115,-1.415626800166969,-1.002542192909529
ONGAR,DAP089,NEW HOPE TRACT,San Joaquin,1,Impact Vegetables,Vegetable and melon farming,-3.27505377551483e-6,-0.184089617320493,-1,-0.524078027050527,-2.7219343425485597e-6,-0.135371865185767,-0.30019229136688297,-0.183399194326861,-9.8915476472245e-7,-0.0477741246373295,-0.151577988425403,-0.0943573525345072,-6.98614288278584e-6,-0.36723560714358955,-1.451770279792286,-0.8018345739118952
OTHDEC,DAP089,NEW HOPE TRACT,San Joaquin,1,Impact Fruit,Fruit farming,-4.2918017174673304e-6,-0.24433123699842,-1,-0.6317919606463891,-2.89358691689245e-6,-0.144992963895515,-0.24327875871941498,-0.172246151833646,-1.20837715967259e-6,-0.0583587866167376,-0.18515937716713202,-0.11525890453097801,-8.393765794032371e-6,-0.4476829875106726,-1.428438135886547,-0.9192970170110131
OTHTRK,DAP089,NEW HOPE TRACT,San Joaquin,1,Impact Vegetables,Vegetable and melon farming,-3.27505377551483e-6,-0.184089617320493,-1,-0.524078027050527,-2.7219343425485597e-6,-0.135371865185767,-0.30019229136688297,-0.183399194326861,-9.8915476472245e-7,-0.0477741246373295,-0.151577988425403,-0.0943573525345072,-6.98614288278584e-6,-0.36723560714358955,-1.451770279792286,-0.8018345739118952
PASTR,DAP089,NEW HOPE TRACT,San Joaquin,1,Impact Other,All other crop farming,-1.95388218466662e-5,-0.318262507233386,-1,-0.524627567637684,-2.9570142465612597e-6,-0.144435200244331,-0.307759357687262,-0.191796375476918,-1.3960246349652701e-6,-0.0674568374724052,-0.21404344947940399,-0.13326956446007798,-2.389186072819273e-5,-0.5301545449501223,-1.521802807166666,-0.84969350757468
POTATO,DAP089,NEW HOPE TRACT,San Joaquin,1,Impact Vegetables,Vegetable and melon farming,-3.27505377551483e-6,-0.184089617320493,-1,-0.524078027050527,-2.7219343425485597e-6,-0.135371865185767,-0.30019229136688297,-0.183399194326861,-9.8915476472245e-7,-0.0477741246373295,-0.151577988425403,-0.0943573525345072,-6.98614288278584e-6,-0.36723560714358955,-1.451770279792286,-0.8018345739118952
PRTOM,DAP089,NEW HOPE TRACT,San Joaquin,1,Impact Vegetables,Vegetable and melon farming,-3.27505377551483e-6,-0.184089617320493,-1,-0.524078027050527,-2.7219343425485597e-6,-0.135371865185767,-0.30019229136688297,-0.183399194326861,-9.8915476472245e-7,-0.0477741246373295,-0.151577988425403,-0.0943573525345072,-6.98614288278584e-6,-0.36723560714358955,-1.451770279792286,-0.8018345739118952
SAFLR,DAP089,NEW HOPE TRACT,San Joaquin,1,Impact Oilseed,Oilseed farming,-5.46012130522606e-7,-0.735317981842067,-1,-0.950372451596457,-2.6320600825631303e-7,-0.0124598162627032,-0.0304962056575691,-0.017780264422375,-2.6340948438924097e-6,-0.126893988018356,-0.40244439884626,-0.250238811672519,-3.443312982671329e-6,-0.8746717861231261,-1.432940604503829,-1.218391527691351
SUBTRP,DAP089,NEW HOPE TRACT,San Joaquin,1,Impact Fruit,Fruit farming,-4.2918017174673304e-6,-0.24433123699842,-1,-0.6317919606463891,-2.89358691689245e-6,-0.144992963895515,-0.24327875871941498,-0.172246151833646,-1.20837715967259e-6,-0.0583587866167376,-0.18515937716713202,-0.11525890453097801,-8.393765794032371e-6,-0.4476829875106726,-1.428438135886547,-0.9192970170110131
VINE,DAP089,NEW HOPE TRACT,San Joaquin,1,Impact Fruit,Fruit farming,-4.2918017174673304e-6,-0.24433123699842,-1,-0.6317919606463891,-2.89358691689245e-6,-0.144992963895515,-0.24327875871941498,-0.172246151833646,-1.20837715967259e-6,-0.0583587866167376,-0.18515937716713202,-0.11525890453097801,-8.393765794032371e-6,-0.4476829875106726,-1.428438135886547,-0.9192970170110131
ALFAL,DAP090,NORTH DELTA AGGREGATE AREA,Solano,1,Impact Other,All other crop farming,-2.0265574085673e-5,-0.38593535127766904,-1,-0.524627567637683,-2.43439483937851e-6,-0.107863212170694,-0.249053898926959,-0.146997246265797,-1.2589066997362802e-6,-0.0577863539795634,-0.19177091204102098,-0.120974021341799,-2.3958875624787785e-5,-0.5515849174279265,-1.44082481096798,-0.792598835245279
ALPIS,DAP090,NORTH DELTA AGGREGATE AREA,Solano,1,Impact Trees,Tree nut farming,-1.64379831050016e-5,-0.7898771098920799,-1,-0.663492422403428,-2.17945018993897e-6,-0.102689303139728,-0.16928875577661598,-0.121201987723499,-2.1609110604824e-6,-0.0992555262358805,-0.329417018531414,-0.207782812784583,-2.077834435542297e-5,-0.9918219392676885,-1.49870577430803,-0.9924772229115101
CORN,DAP090,NORTH DELTA AGGREGATE AREA,Solano,1,Impact Grain,Grain farming,-1.59150996962883e-6,-0.6009600375529001,-1,-0.748842572017948,-1.16039864414699e-6,-0.0486152887572271,-0.125724727806615,-0.0709785793743374,-1.89814319772703e-6,-0.08698043273988319,-0.28859666146749297,-0.182103867575483,-4.65005181150285e-6,-0.7365557590500104,-1.414321389274108,-1.0019250189677684
GRAIN,DAP090,NORTH DELTA AGGREGATE AREA,Solano,1,Impact Grain,Grain farming,-1.59150996962883e-6,-0.6009600375529001,-1,-0.748842572017948,-1.16039864414699e-6,-0.0486152887572271,-0.125724727806615,-0.0709785793743374,-1.89814319772703e-6,-0.08698043273988319,-0.28859666146749297,-0.182103867575483,-4.65005181150285e-6,-0.7365557590500104,-1.414321389274108,-1.0019250189677684
OTHDEC,DAP090,NORTH DELTA AGGREGATE AREA,Solano,1,Impact Fruit,Fruit farming,-4.49500172368547e-6,-0.321713675290928,-1,-0.6317800669247831,-2.3810178165821e-6,-0.11255626231596401,-0.18843060920453297,-0.13264221900302398,-1.16144107965099e-6,-0.053280946656952995,-0.17680677333304698,-0.111544831859267,-8.03746061991856e-6,-0.48755088426384496,-1.36523738253758,-0.875967117787074
OTHFLD,DAP090,NORTH DELTA AGGREGATE AREA,Solano,1,Impact Other,All other crop farming,-2.0265574085673e-5,-0.38593535127766904,-1,-0.524627567637683,-2.43439483937851e-6,-0.107863212170694,-0.249053898926959,-0.146997246265797,-1.2589066997362802e-6,-0.0577863539795634,-0.19177091204102098,-0.120974021341799,-2.3958875624787785e-5,-0.5515849174279265,-1.44082481096798,-0.792598835245279
OTHTRK,DAP090,NORTH DELTA AGGREGATE AREA,Solano,1,Impact Vegetables,Vegetable and melon farming,-3.42081038191853e-6,-0.240829767963641,-1,-0.524078027050527,-2.1568241087416303e-6,-0.0941605601989373,-0.219017713681732,-0.13019486876081,-8.89569973097988e-7,-0.0408125020370516,-0.13543307387759698,-0.0854415550726257,-6.467204463758148e-6,-0.3758028301996299,-1.354450787559329,-0.7397144508839627
PASTR,DAP090,NORTH DELTA AGGREGATE AREA,Solano,1,Impact Other,All other crop farming,-2.0265574085673e-5,-0.38593535127766904,-1,-0.524627567637683,-2.43439483937851e-6,-0.107863212170694,-0.249053898926959,-0.146997246265797,-1.2589066997362802e-6,-0.0577863539795634,-0.19177091204102098,-0.120974021341799,-2.3958875624787785e-5,-0.5515849174279265,-1.44082481096798,-0.792598835245279
VINE,DAP090,NORTH DELTA AGGREGATE AREA,Solano,1,Impact Fruit,Fruit farming,-4.49500172368547e-6,-0.321713675290928,-1,-0.6317800669247831,-2.3810178165821e-6,-0.11255626231596401,-0.18843060920453297,-0.13264221900302398,-1.16144107965099e-6,-0.053280946656952995,-0.17680677333304698,-0.111544831859267,-8.03746061991856e-6,-0.48755088426384496,-1.36523738253758,-0.875967117787074
ALFAL,DAP092,PALM-ORWOOD,Contra Costa,1,Impact Other,All other crop farming,-5.73597249934705e-5,-0.715008641010094,-1,-0.5246275676376819,-2.90083291812427e-6,-0.15579746770658698,-0.437368361024276,-0.242701618752035,-2.22661177807522e-6,-0.13123374363614,-0.39506568422989796,-0.255101133112871,-6.248716968966999e-5,-1.002039852352821,-1.8324340452541739,-1.022430319502588
CORN,DAP092,PALM-ORWOOD,Contra Costa,1,Impact Grain,Grain farming,-3.3676928575342e-6,-1.27423224975198,-1,-0.749531247128236,-1.37500998933315e-6,-0.07303610421302399,-0.21742576628775498,-0.122374243492622,-3.73530850533142e-6,-0.219668339631037,-0.6598558803293,-0.42581157265065195,-8.47801135219877e-6,-1.566936693596041,-1.877281646617055,-1.29771706327151
CUCUR,DAP092,PALM-ORWOOD,Contra Costa,1,Impact Vegetables,Vegetable and melon farming,-7.75600018568327e-6,-0.47480636952824196,-1,-0.524078027050526,-2.6719982204528597e-6,-0.142568735611106,-0.394531837662187,-0.223973899481436,-1.62672385090662e-6,-0.0958014527512529,-0.288177440449533,-0.186039518422362,-1.205472225704275e-5,-0.7131765578906009,-1.6827092781117199,-0.9340914449543241
GRAIN,DAP092,PALM-ORWOOD,Contra Costa,1,Impact Grain,Grain farming,-3.3676928575342e-6,-1.27423224975198,-1,-0.749531247128236,-1.37500998933315e-6,-0.07303610421302399,-0.21742576628775498,-0.122374243492622,-3.73530850533142e-6,-0.219668339631037,-0.6598558803293,-0.42581157265065195,-8.47801135219877e-6,-1.566936693596041,-1.877281646617055,-1.29771706327151
OTHTRK,DAP092,PALM-ORWOOD,Contra Costa,1,Impact Vegetables,Vegetable and melon farming,-7.75600018568327e-6,-0.47480636952824196,-1,-0.524078027050526,-2.6719982204528597e-6,-0.142568735611106,-0.394531837662187,-0.223973899481436,-1.62672385090662e-6,-0.0958014527512529,-0.288177440449533,-0.186039518422362,-1.205472225704275e-5,-0.7131765578906009,-1.6827092781117199,-0.9340914449543241
PASTR,DAP092,PALM-ORWOOD,Contra Costa,1,Impact Other,All other crop farming,-5.73597249934705e-5,-0.715008641010094,-1,-0.5246275676376819,-2.90083291812427e-6,-0.15579746770658698,-0.437368361024276,-0.242701618752035,-2.22661177807522e-6,-0.13123374363614,-0.39506568422989796,-0.255101133112871,-6.248716968966999e-5,-1.002039852352821,-1.8324340452541739,-1.022430319502588
PRTOM,DAP092,PALM-ORWOOD,Contra Costa,1,Impact Vegetables,Vegetable and melon farming,-7.75600018568327e-6,-0.47480636952824196,-1,-0.524078027050526,-2.6719982204528597e-6,-0.142568735611106,-0.394531837662187,-0.223973899481436,-1.62672385090662e-6,-0.0958014527512529,-0.288177440449533,-0.186039518422362,-1.205472225704275e-5,-0.7131765578906009,-1.6827092781117199,-0.9340914449543241
SAFLR,DAP092,PALM-ORWOOD,Contra Costa,1,Impact Oilseed,Oilseed farming,-1.7016092534535802e-6,-2.4483181757193,-1,-0.950875024892037,-2.4074755085063304e-7,-0.012998494334358,-0.0388641574328838,-0.0216986668445937,-6.9657327941731e-6,-0.409423720093819,-1.22920285725978,-0.7930935920277079,-8.908089598477312e-6,-2.870740390147477,-2.268067014692664,-1.7656672837643386
VINE,DAP092,PALM-ORWOOD,Contra Costa,1,Impact Fruit,Fruit farming,-9.217307959844829e-6,-0.637401224996395,-1,-0.631733268986108,-2.79458634789507e-6,-0.13677681228163802,-0.307537778207712,-0.185326623076286,-2.05018218518091e-6,-0.120721165368574,-0.363082477387989,-0.234385788120987,-1.406207649292081e-5,-0.8948992026466069,-1.670620255595701,-1.0514456801833811
ALFAL,DAP093,PARADISE JUNCTION,San Joaquin,1,Impact Other,All other crop farming,-1.95388218466662e-5,-0.318262507233386,-1,-0.524627567637684,-2.9570142465612597e-6,-0.144435200244331,-0.307759357687262,-0.191796375476918,-1.3960246349652701e-6,-0.0674568374724052,-0.21404344947940399,-0.13326956446007798,-2.389186072819273e-5,-0.5301545449501223,-1.521802807166666,-0.84969350757468
