,i,g,year,omegaland,omegasupply,omegalabor,omegaestablish,omegacash,omeganoncash,omegatotal,xwater,p,y,xland,omegawater,sigma,theta,pc,pimarginal,price_yield_correction_param,alphaland,alphawater,alphasupply,alphalabor,rho,lambdaland,lambdacrop,betaland,betawater,betasupply,betalabor,tau,gamma,delta
4,DRYBN,DAP084,2015.5,299.0,519.0,358.0,0.0,1194.0,36.0,1230.0,1.702099738,1382.71133,1.34,100.5544846,10.0,0.17,0.17,1382.71133,659.8121848200003,0.6438901293657973,1,1.702099738,1,1,-4.88235294117647,23.1039880974206,636.70819672258,0.46448839418445587,0.11065642755532899,0.2514251282976644,0.1734300499625508,1.310672523149614,0.0584991605752457,45.699398856902526
5,GRAIN,DAP084,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,0.4333728670000001,182.1822275,3.1274999999999995,2867.733153,10.0,0.17,0.38,260.7820177708225,38.766686433499984,0.9523809523809523,1,0.4333728670000001,1,1,-4.88235294117647,23.1039880974206,17.1580438108266,0.4403384245363102,9.00932334507625e-05,0.3931790811265336,0.16639240110370543,3.130856890030565,0.0009176512621529891,28017.4742919825
6,OTHDEC,DAP084,2015.5,1450.0,1648.0,1927.0,536.0,4047.0,1746.0,5793.0,3.184728218,2626.767255,2.05,132.3883935925,10.0,0.17,0.11,2922.9061064772695,931.3488775367503,0.8718451129250504,1,3.184728218,1,1,-4.88235294117647,23.1039880974206,912.006248000982,0.1583268912059643,0.6043597018517955,0.1093965019974298,0.1279169049448102,1.6972557369269619,0.0686684749638363,3.9139871923963696
7,OTHTRK,DAP084,2015.5,617.0,5261.0,514.0,0.0,6015.0,822.0,6836.0,2.50866978,3524.7812649999996,2.3125,516.123296675,10.0,0.17,0.19,3687.5155201352454,2149.758837097499,0.7822826405987706,1,2.50866978,1,1,-4.88235294117647,23.1039880974206,2087.18895441533,0.2539544079271994,0.20830111918593905,0.48988288690177983,0.0478615859850817,2.205804170545643,0.010197481742528323,1385.0913629816012
8,PASTR,DAP084,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.643786792,106.387,3.3550000000000004,356.36878545,10.0,0.17,0.51,135.48192429729374,21.571893396000007,0.9523809523809523,1,4.643786792,1,1,-4.88235294117647,23.1039880974206,0.0,0.003187227574892288,0.9951484485795304,0.0016524358181089298,1.1888027468409568e-05,1.1516020652061731,0.005502121380382783,6858.281385245048
9,POTATO,DAP084,2015.5,583.0,2266.0,407.0,0.0,3187.0,268.0,3455.0,1.659284777,731.66,21.24,110.6008203,10.0,0.17,0.19,731.66,12267.865552229998,0.210585348484315,1,1.659284777,1,1,-4.88235294117647,23.1039880974206,12244.7615641326,0.8174592521123222,0.012507953441621169,0.14414302739048424,0.025889767055572412,21.189949222525826,0.04758696979335914,1398.5690007310968
10,PRTOM,DAP084,2015.5,582.0,1588.0,758.0,0.0,2987.0,185.0,3172.0,1.956976357,77.29635999999999,45.5,2440.026087,10.0,0.17,0.28,78.6285446868823,627.9690684671245,0.8301654938213422,1,1.956976357,1,1,-4.88235294117647,23.1039880974206,606.925031585724,0.29727875796437564,0.12730930481423022,0.38949452528029566,0.18591741194109832,44.298229137304965,0.0014636845853642593,23281.65225215573
11,SAFLR,DAP084,2015.5,123.0,192.0,43.0,0.0,341.0,28.0,369.0,1.068963255,460.7439974999999,1.3525,888.3704622750001,10.0,0.17,0.34,460.7439974999999,257.83339989999996,0.6157086944880128,1,1.068963255,1,1,-4.88235294117647,23.1039880974206,231.362635971329,0.6017607243565246,0.023600138812063666,0.3060881458367277,0.06855099099468381,1.350678384718812,0.003310754460539208,6020.254800055164
12,SUBTRP,DAP084,2015.5,794.0,875.0,2275.0,283.0,3525.0,980.0,4471.0,3.302832215,618.0158749999999,5.3549999999999995,289.8334196,10.0,0.17,0.5,806.6578998677127,198.85141610750043,0.9523809523809523,1,3.302832215,1,1,-4.88235294117647,23.1039880974206,319.52074354418,0.07302109977828639,0.724610908484111,0.05621333103822292,0.1461546606993796,4.118437833000266,0.006900515484929951,22291.875197786972
13,VINE,DAP084,2015.5,1664.0,1075.0,1662.0,1241.0,3476.0,2220.0,5695.0,2.460587332,582.1462325,7.0825,996.0328766,10.0,0.17,0.11,664.1349036832396,240.7387519194997,0.9484586321157658,1,2.460587332,1,1,-4.88235294117647,23.1039880974206,255.025593919124,0.29093655143354136,0.2990530411008566,0.16103806650548852,0.24897234096011345,6.59244429810686,0.009127117492287293,23.977997385904352
0,ALFAL,DAP085,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.349630407,195.68301999999997,4.5425,184.1856221675,10.0,0.17,0.51,329.37693169836064,69.97481520350016,0.9523809523809523,1,4.349630407,1,1,-4.88235294117647,23.2890884506534,73.4093197191499,0.01112175230213007,0.9751322280273458,0.00902136035662056,0.004724659313903747,2.1444440491044827,0.01064569693687782,8589.737588435464
1,ALPIS,DAP085,2015.5,1092.0,1642.0,760.0,390.0,2820.0,1314.0,4133.0,4.6174510710000005,5260.377999999999,0.8574999999999999,57.5742411975,10.0,0.17,0.11,5495.716941516249,1190.0601033513744,0.7772869036645835,1,4.6174510710000005,1,1,-4.88235294117647,23.2890884506534,1149.11367818953,0.0264463937909518,0.9455001879648547,0.01917723262155117,0.008876185622642443,0.47347748084787183,0.15789889544048108,1.6160058596388465
2,CORN,DAP085,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,2.236246293,165.2125,5.0275,1998.86097625,10.0,0.17,0.64,304.5390760262673,72.7681231465001,0.9523809523809523,1,2.236246293,1,1,-4.88235294117647,23.2890884506534,52.4186533414055,0.2848125205922273,0.42988663781650066,0.22408397226970111,0.06121686932157097,4.4944548822672585,0.0007816951846903114,202106.56066167916
3,CUCUR,DAP085,2015.5,624.0,3340.0,3581.0,0.0,7603.0,145.0,7748.0,1.977860216,332.97496499999994,46.227500000000006,140.3040938375,10.0,0.17,0.05,332.97496499999994,7643.1015407899995,0.510632670831854,1,1.977860216,1,1,-4.88235294117647,23.2890884506534,7804.53250392685,0.5307161359652645,0.03469277182234615,0.2097289767359313,0.2248621154764581,45.90647959153842,0.14254751556404313,0.00012220839221506254
4,GRAIN,DAP085,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,0.750953745,181.52985999999999,1.8925,922.749324045,10.0,0.17,0.38,451.8425417707666,38.925476872499985,0.9523809523809524,1,0.750953745,1,1,-4.88235294117647,23.2890884506534,53.3133844005224,0.4633575509945821,0.0021835909913812297,0.3755338671948847,0.15892499081915185,1.8950735109465728,0.002851889325513162,9932.18808323392
5,OTHDEC,DAP085,2015.5,1450.0,1648.0,1927.0,536.0,4047.0,1746.0,5793.0,3.623821428,2737.3897475,2.0975,1328.87607875,10.0,0.17,0.11,2936.400231810625,1073.8665137919993,0.8412886570551894,1,3.623821428,1,1,-4.88235294117647,23.2890884506534,1074.57218349213,0.09957967392179104,0.7606963394582666,0.06440982655934689,0.07531416006059555,1.5668366926325574,0.006841051047784985,41.968291783932365
6,OTHTRK,DAP085,2015.5,617.0,5261.0,514.0,0.0,6015.0,822.0,6836.0,2.514286489,3524.7812649999996,2.3125,509.6760266,10.0,0.17,0.19,3687.5235768899593,2149.7174138686246,0.7822874037294952,1,2.514286489,1,1,-4.88235294117647,23.2890884506534,2086.96631821738,0.25325322753605717,0.21047965738374774,0.4885370203353949,0.04773009474480004,2.2045625826316173,0.010326477252318231,1367.7703582087263
7,PASTR,DAP085,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.98943838,106.387,3.3550000000000004,195.103650425,10.0,0.17,0.51,136.56735387500845,21.74471918999997,0.9523809523809524,1,4.98943838,1,1,-4.88235294117647,23.2890884506534,0.0,0.0020942590739296274,0.9968129038224695,0.0010850311242895023,7.805979311435267e-06,1.058267273964216,0.010049962209596058,3757.342401596345
8,PRTOM,DAP085,2015.5,582.0,1588.0,758.0,0.0,2987.0,185.0,3172.0,2.390287902,76.31786,47.022499999999994,2748.186278,10.0,0.17,0.28,77.62712783243876,707.7002242227499,0.8228382982742366,1,2.390287902,1,1,-4.88235294117647,23.2890884506534,675.029651030198,0.24112910158984016,0.31703649039458826,0.2990763171051696,0.14275809091040212,43.548332801148824,0.0012995584033072488,27699.413860791134
9,SUBTRP,DAP085,2015.5,794.0,875.0,2275.0,283.0,3525.0,980.0,4471.0,3.277892427,791.1469599999999,2.1550000000000002,14.8442069725,10.0,0.17,0.5,1967.6615542826405,198.8389462135001,0.9523809523809523,1,3.277892427,1,1,-4.88235294117647,23.2890884506534,240.242636758437,0.07052673920208631,0.7193999143527776,0.058353707345871184,0.15171963909926506,1.6637777567697878,0.13473269428977575,1062.261512080047
10,VINE,DAP085,2015.5,1664.0,1075.0,1662.0,1241.0,3476.0,2220.0,5695.0,2.013415154,880.2761625,5.3925,1350.4861015000001,10.0,0.17,0.11,923.155782945777,412.86623228924987,0.919502909314407,1,2.013415154,1,1,-4.88235294117647,23.2890884506534,533.694319544449,0.3986312364987641,0.11012074680307475,0.19294542124608088,0.2983025954520804,5.269539699354381,0.006731582858062527,37.178893865707344
0,ALFAL,DAP087,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.414817076,190.64985000000001,6.8,150.84664949999998,10.0,0.17,0.51,229.942294583522,166.4820637135001,0.9028777514632924,1,4.414817076,1,1,-4.88235294117647,40.7157987375233,122.743633670426,0.01124867237103899,0.9761439370282311,0.008274090718038224,0.004333299882691746,3.182420360320201,0.012998527446414977,7757.818977866877
1,CORN,DAP087,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,1.868750157,165.2125,5.0275,168.4804942225,10.0,0.17,0.64,303.7700790474986,72.58437507850005,0.9523809523809523,1,1.868750157,1,1,-4.88235294117647,40.7157987375233,34.8007721037759,0.39571059004207865,0.20779979441011323,0.31141502254284786,0.08507459300496013,4.805368456925027,0.009274070611025864,17030.887544419053
2,GRAIN,DAP087,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,0.4333728670000001,166.53963666666667,3.14,169.45962912000002,10.0,0.17,0.38000000000000006,259.88838452468895,38.76668643350001,0.9523809523809522,1,0.4333728670000001,1,1,-4.88235294117647,40.7157987375233,0.0,0.4406512593881703,9.004287390389386e-05,0.392959305238763,0.16629939249916303,3.1433684268666493,0.015529238208735321,1657.7069341092454
3,PRTOM,DAP087,2015.5,582.0,1588.0,758.0,0.0,2987.0,185.0,3172.0,1.956976357,83.08299999999998,44.79,65.04010384,10.0,0.17,0.28,83.08299999999998,773.7178064299992,0.792083306684627,1,1.956976357,1,1,-4.88235294117647,40.7157987375233,733.002007692476,0.3212016944293881,0.12297527842041689,0.37623485384250205,0.17958817330769308,43.64935277082524,0.054911175729583074,694.1556077567899
0,ALFAL,DAP088,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.361771624,181.14925749999998,5.59,4015.46327425,10.0,0.17,0.51,265.273914813479,75.18281464900002,0.949056880359678,1,4.361771624,1,1,-4.88235294117647,23.1064724540555,60.1569951132921,0.01072139766121131,0.9757476002291299,0.008880246714558221,0.004650755395100702,2.6256336791687214,0.0004883083668824543,183393.954233708
1,ALPIS,DAP088,2015.5,1092.0,1642.0,760.0,390.0,2820.0,1314.0,4133.0,4.631040968,4267.889999999999,0.885,1.093874102,10.0,0.17,0.11,4267.889999999999,234.54519032000007,0.9381653359338672,1,4.631040968,1,1,-4.88235294117647,23.1064724540555,213.665767865944,0.015433179961906815,0.9566685112507475,0.019071200261790704,0.008827108525554772,0.46647861870807655,8.310745335580759,0.018016852305900492
2,CORN,DAP088,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,2.30865375,165.2125,5.0275,509.50448102499996,10.0,0.17,0.64,304.69059085926494,72.80432687500013,0.9523809523809523,1,2.30865375,1,1,-4.88235294117647,23.1064724540555,52.6389355908988,0.2616349129556771,0.47629468877298103,0.20583807440384858,0.05623232386749321,4.417397625069773,0.0030667051187785966,51519.01288833361
3,CUCUR,DAP088,2015.5,624.0,3340.0,3581.0,0.0,7603.0,145.0,7748.0,3.063539055,332.97496499999994,46.227500000000006,565.404212,10.0,0.17,0.05,332.97496499999994,7632.244752399998,0.5113655185652509,1,3.063539055,1,1,-4.88235294117647,23.1064724540555,7793.85833153344,0.3733515675776127,0.3205262936374944,0.1477312445515883,0.15839089423330469,42.72709303562128,0.0353729236102684,0.0004918486629576951
4,GRAIN,DAP088,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,1.152820207,168.99581750000002,2.55,2410.277433925,10.0,0.17,0.38,325.02149235479976,39.126410103500035,0.9523809523809522,1,1.152820207,1,1,-4.88235294117647,23.1064724540555,23.1701309806838,0.43228677994863296,0.027468689462057817,0.37959913052420624,0.16064540006510297,2.542778662202813,0.0010918157844937559,23944.61420826745
5,ONGAR,DAP088,2015.5,416.0,3216.0,1228.0,0.0,4900.0,187.0,5087.0,3.624779371,272.28201,17.34,105.5078426,10.0,0.17,0.19,296.4855930447232,244.81238968550042,0.9523809523809523,1,3.624779371,1,1,-4.88235294117647,23.1064724540555,221.705917231445,0.02686404645657012,0.7924737499945286,0.13074024451243604,0.049921959036465006,12.583512248269733,0.04988404430455905,68.60505071402967
6,OTHDEC,DAP088,2015.5,1450.0,1648.0,1927.0,536.0,4047.0,1746.0,5793.0,3.308391849,2276.0106699999997,1.425,185.449967975,10.0,0.17,0.11,3731.5833380591944,252.90419592450053,0.9523809523809523,1,3.308391849,1,1,-4.88235294117647,23.1064724540555,236.315865790297,0.10251013308177476,0.6831053245097478,0.09882677647249526,0.11555776593598203,1.1275810904979882,0.04902081779887183,3.929498877566672
7,OTHFLD,DAP088,2015.5,155.0,293.0,86.0,0.0,652.0,17.0,669.0,2.329128241,34.724689999999995,13.22,82.32610227,10.0,0.17,1.89,44.262923338161876,27.864564120500063,0.9523809523809523,1,2.329128241,1,1,-4.88235294117647,23.1064724540555,4.75809166644456,0.09110543440345685,0.7200719809422684,0.14597629895436,0.04284628569991455,10.27043611078538,0.00642688666791572,16762.680732113586
8,OTHTRK,DAP088,2015.5,617.0,5261.0,514.0,0.0,6015.0,822.0,6836.0,2.720162383,3524.7812649999996,2.3125,258.33329000000003,10.0,0.17,0.19,3687.8188906723362,2148.1990791503745,0.7824619924069901,1,2.720162383,1,1,-4.88235294117647,23.1064724540555,2085.77308839572,0.22524168157982544,0.2975652942654372,0.43472077923429847,0.04247224492043897,2.1525233157789736,0.0203735178487327,692.9153911373899
9,PASTR,DAP088,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.648426015,106.387,3.3550000000000004,820.2198892,10.0,0.17,0.51,135.4964925794502,21.57421300750002,0.9523809523809523,1,4.648426015,1,1,-4.88235294117647,23.1064724540555,0.0,0.00316868112297716,0.995176695051062,0.0016428050843468656,1.1818741614006228e-05,1.1502494997488855,0.0023905593360311434,15785.195431828377
10,POTATO,DAP088,2015.5,583.0,2266.0,407.0,0.0,3187.0,268.0,3455.0,3.0958333330000003,731.66,21.24,35.83006727,10.0,0.17,0.19,731.66,12253.500066669998,0.21150974113672222,1,3.0958333330000003,1,1,-4.88235294117647,23.1064724540555,12230.3935942159,0.5528866317759901,0.33198339049943465,0.09759989881177988,0.01753007891279542,19.563427475389222,0.14689221360026886,452.5717286102292
11,PRTOM,DAP088,2015.5,582.0,1588.0,758.0,0.0,2987.0,185.0,3172.0,3.0514996780000003,75.67679749999999,46.3375,1084.473817975,10.0,0.17,0.28,76.72722475421776,595.01597687475,0.8379262738721305,1,3.0514996780000003,1,1,-4.88235294117647,23.1064724540555,573.72630781451,0.11115224501164808,0.6676432116790636,0.14973265761941582,0.07147188568987227,37.043732966843585,0.003293236325518098,10064.16123074662
12,SAFLR,DAP088,2015.5,123.0,192.0,43.0,0.0,341.0,28.0,369.0,1.396679049,442.17247499999996,1.1199999999999999,2720.1329695000004,10.0,0.17,0.34,454.48593213230197,141.20103701362498,0.7622702890225517,1,1.396679049,1,1,-4.88235294117647,23.1064724540555,113.950981044123,0.45911955338229926,0.12599868263243558,0.33896722844753563,0.07591453553772934,1.095754780709116,0.0010812620204845595,12699.939308509407
13,VINE,DAP088,2015.5,1664.0,1075.0,1662.0,1241.0,3476.0,2220.0,5695.0,2.642979671,778.2695524999999,7.050000000000001,7540.40835075,10.0,0.17,0.11,778.2695524999999,1055.3535909149994,0.8078948785018387,1,2.642979671,1,1,-4.88235294117647,23.1064724540555,1036.26407596094,0.32037432216946776,0.35764800193616336,0.1264618200900426,0.19551585580432632,6.445355148906253,0.0012056255666849755,254.5438647504888
0,ALFAL,DAP089,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.414817076,190.64985000000001,6.8,698.7390587,10.0,0.17,0.51,229.942294583522,166.4820637135001,0.9028777514632924,1,4.414817076,1,1,-4.88235294117647,23.1039880974206,140.355444310529,0.011248672371038985,0.976143937028231,0.008274090718038215,0.004333299882691741,3.1824203603202004,0.0028061753372904587,35935.11124129873
1,ALPIS,DAP089,2015.5,1092.0,1642.0,760.0,390.0,2820.0,1314.0,4133.0,4.083923885,4651.86954,1.02,127.4930225,10.0,0.17,0.11,4651.86954,1210.0676919500002,0.7449754632498176,1,4.083923885,1,1,-4.88235294117647,23.1039880974206,1186.96370385258,0.05229532885991789,0.8931392122872542,0.037300784111716806,0.017264674741111312,0.6463271089822664,0.07130514998112222,3.6380238216218173
2,CORN,DAP089,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,1.868750157,165.2125,5.0275,943.8989416000001,10.0,0.17,0.64,303.7700790474986,72.58437507850005,0.9523809523809523,1,1.868750157,1,1,-4.88235294117647,23.1039880974206,52.4125827438786,0.39571059004207876,0.20779979441011323,0.31141502254284803,0.08507459300496016,4.805368456925028,0.0016553678907102187,95414.23060200729
3,CUCUR,DAP089,2015.5,624.0,3340.0,3581.0,0.0,7603.0,145.0,7748.0,1.885245994,337.92457999999993,41.57333333333333,170.75422226999999,10.0,0.17,0.05000000000000001,337.92457999999993,6330.650676393332,0.5490867847096924,1,1.885245994,1,1,-4.88235294117647,23.1039880974206,6461.69475782924,0.49207800020577025,0.028843612411891022,0.23119806586577243,0.2478803215165662,41.3362307589866,0.11712741116512831,0.00012509732897362816
4,GRAIN,DAP089,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,0.4333728670000001,182.1822275,3.1274999999999995,996.8334839500001,10.0,0.17,0.38,260.7820177708225,38.766686433499984,0.9523809523809523,1,0.4333728670000001,1,1,-4.88235294117647,23.1039880974206,17.1580438108266,0.4403384245363102,9.00932334507625e-05,0.39317908112653366,0.16639240110370543,3.130856890030565,0.0026399383545390796,9738.966291455528
5,ONGAR,DAP089,2015.5,416.0,3216.0,1228.0,0.0,4900.0,187.0,5087.0,1.4957349080000002,272.28201,17.34,21.84117428,10.0,0.17,0.19,295.1963792695501,243.7478674539998,0.9523809523809524,1,1.4957349080000002,1,1,-4.88235294117647,23.1039880974206,220.643879356578,0.12661784117572872,0.0204962095958377,0.6172099938610807,0.23567595536735292,17.276958091689263,0.24097412654027145,14.179050499168
6,OTHDEC,DAP089,2015.5,1450.0,1648.0,1927.0,536.0,4047.0,1746.0,5793.0,3.184728218,2626.767255,2.05,955.1252322750001,10.0,0.17,0.11,2922.9061064772695,931.3488775367503,0.8718451129250504,1,3.184728218,1,1,-4.88235294117647,23.1039880974206,912.006248000982,0.15832689120596427,0.6043597018517957,0.10939650199742978,0.1279169049448102,1.6972557369269619,0.00951802840477324,28.23773160784654
7,OTHTRK,DAP089,2015.5,617.0,5261.0,514.0,0.0,6015.0,822.0,6836.0,2.50866978,3524.7812649999996,2.3125,108.6058363925,10.0,0.17,0.19,3687.5155201352454,2149.758837097499,0.7822826405987706,1,2.50866978,1,1,-4.88235294117647,23.1039880974206,2087.18895441533,0.25395440792719937,0.20830111918593916,0.48988288690177967,0.04786158598508169,2.2058041705456426,0.048461096286905446,291.4594379400179
8,PASTR,DAP089,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.643786792,106.387,3.3550000000000004,29.09991039325,10.0,0.17,0.51,135.48192429729374,21.571893396000007,0.9523809523809523,1,4.643786792,1,1,-4.88235294117647,23.1039880974206,0.0,0.0031872275748922882,0.9951484485795302,0.00165243581810893,1.1888027468409568e-05,1.151602065206173,0.06738111173635479,560.0248447975433
9,POTATO,DAP089,2015.5,583.0,2266.0,407.0,0.0,3187.0,268.0,3455.0,1.659284777,731.66,21.24,91.1157493,10.0,0.17,0.19,731.66,12267.865552229998,0.210585348484315,1,1.659284777,1,1,-4.88235294117647,23.1039880974206,12244.7615641326,0.8174592521123222,0.012507953441621165,0.14414302739048424,0.025889767055572416,21.189949222525826,0.05776342657741653,1152.1764676221508
10,PRTOM,DAP089,2015.5,582.0,1588.0,758.0,0.0,2987.0,185.0,3172.0,1.956976357,77.29635999999999,45.5,333.67716505000004,10.0,0.17,0.28,78.6285446868823,627.9690684671245,0.8301654938213422,1,1.956976357,1,1,-4.88235294117647,23.1039880974206,606.925031585724,0.29727875796437564,0.12730930481423033,0.3894945252802957,0.18591741194109832,44.29822913730496,0.010703245368598742,3183.800272697362
11,SAFLR,DAP089,2015.5,123.0,192.0,43.0,0.0,341.0,28.0,369.0,1.068963255,460.7439974999999,1.3525,76.6996131525,10.0,0.17,0.34,460.7439974999999,257.83339989999996,0.6157086944880128,1,1.068963255,1,1,-4.88235294117647,23.1039880974206,231.362635971329,0.6017607243565246,0.023600138812063676,0.3060881458367277,0.06855099099468381,1.350678384718812,0.038346692371712024,519.7732633537003
12,SUBTRP,DAP089,2015.5,794.0,875.0,2275.0,283.0,3525.0,980.0,4471.0,3.302832215,618.0158749999999,5.3549999999999995,165.35387747500002,10.0,0.17,0.5,806.6578998677127,198.85141610750043,0.9523809523809523,1,3.302832215,1,1,-4.88235294117647,23.1039880974206,319.52074354418,0.07302109977828641,0.7246109084841109,0.056213331038222944,0.14615466069937963,4.118437833000267,0.012095271248189397,12717.815651590437
13,VINE,DAP089,2015.5,1664.0,1075.0,1662.0,1241.0,3476.0,2220.0,5695.0,2.460587332,582.1462325,7.0825,3038.9696212500003,10.0,0.17,0.11,664.1349036832396,240.7387519194997,0.9484586321157658,1,2.460587332,1,1,-4.88235294117647,23.1039880974206,255.025593919124,0.29093655143354136,0.2990530411008566,0.16103806650548855,0.24897234096011345,6.59244429810686,0.0029914445433547256,73.1586349668645
0,ALFAL,DAP090,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.365850827,185.0401325,5.53,1199.02340475,10.0,0.17,0.51,265.353863215957,58.600939692625104,0.9599926957362827,1,4.365850827,1,1,-4.88235294117647,23.1589569861961,44.5893983280461,0.010406690673415066,0.9761312154858015,0.008835022981435695,0.004627070859347726,2.589167725772421,0.0016353177977658571,53426.3625021365
1,ALPIS,DAP090,2015.5,1092.0,1642.0,760.0,390.0,2820.0,1314.0,4133.0,4.255470101,4293.981145000001,0.6950000000000001,5.2065850495,10.0,0.17,0.11,5925.7268560605,289.12305082025,0.9252228388172419,1,4.255470101,1,1,-4.88235294117647,23.1589569861961,558.666506965852,0.03090579494995735,0.9247432729674822,0.030318164229627104,0.014032767852933371,0.4100185832288485,1.7460406397821373,0.10802497363275
2,CORN,DAP090,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,2.301664073,171.61666666666667,5.033333333333332,150.48844254666668,10.0,0.17,0.64,304.5168902676175,72.80083203649997,0.9523809523809524,1,2.301664073,1,1,-4.88235294117647,23.1589569861961,53.5594166308117,0.2641072484793752,0.47168695029401114,0.20751528493692964,0.05669051628968399,4.4304148343240755,0.010382857138783043,15236.419329258306
3,GRAIN,DAP090,2015.5,317.0,319.0,135.0,0.0,614.0,188.0,801.0,1.073143901,178.57918,2.5874999999999995,343.15467394999996,10.0,0.17,0.38,319.9095195241695,39.0865719505,0.9523809523809523,1,1.073143901,1,1,-4.88235294117647,23.1589569861961,22.8754857725924,0.43624407627560674,0.01820214892534667,0.38332963471562964,0.16222414008341693,2.5846817067834365,0.007668783633563041,3406.756790062661
4,OTHDEC,DAP090,2015.5,1450.0,1648.0,1927.0,536.0,4047.0,1746.0,5793.0,3.3608025180000003,2399.49,1.5,5.194111546,10.0,0.17,0.11,3541.0256176259995,252.93040125900006,0.9523809523809523,1,3.3608025180000003,1,1,-4.88235294117647,23.1589569861961,229.771444272803,0.09581794095918676,0.7030293057187507,0.09272719929363897,0.10842555402842373,1.171271180629499,1.750233704147156,0.10964004428411923
5,OTHFLD,DAP090,2015.5,155.0,293.0,86.0,0.0,652.0,17.0,669.0,2.293417098,36.1334375,13.435,241.9977385475,10.0,0.17,1.89,45.958496868570435,47.90015323450004,0.9244650894505863,1,2.293417098,1,1,-4.88235294117647,23.1589569861961,37.3592774630478,0.11258574604094694,0.6894263766986352,0.15306186817230205,0.044926009088115955,10.655898304254954,0.0021863862541702046,58072.65638294106
6,OTHTRK,DAP090,2015.5,617.0,5261.0,514.0,0.0,6015.0,822.0,6836.0,2.630459857,4029.0,2.88,75.00870177,10.0,0.17,0.19,4029.0,5185.21540143,0.55313427292494,1,2.630459857,1,1,-4.88235294117647,23.1589569861961,5162.05644444381,0.39922512726985443,0.20342231849453543,0.36198645676771346,0.035366097467896734,2.7501981397539548,0.07016729753402906,428.25127662000216
7,PASTR,DAP090,2015.5,245.0,139.0,1.0,0.0,519.0,148.0,666.0,4.7464342660000005,106.387,3.3550000000000004,776.7459623250002,10.0,0.17,0.51,135.80426218962623,21.623217133000054,0.9523809523809522,1,4.7464342660000005,1,1,-4.88235294117647,23.1589569861961,0.0,0.0028048013000356647,0.9957308725166509,0.0014538667105757966,1.045947273795537e-05,1.122343676927397,0.0025243572658638085,14951.46266072123
8,VINE,DAP090,2015.5,1664.0,1075.0,1662.0,1241.0,3476.0,2220.0,5695.0,2.918807803,863.2190699999999,4.9225,47.162862055,10.0,0.17,0.11,972.2412827123869,268.36956768574987,0.9430165077999337,1,2.918807803,1,1,-4.88235294117647,23.1589569861961,332.510679135529,0.197851544489671,0.5340255568029524,0.10530950533811834,0.16281339336925832,4.215062823195035,0.19275567034730692,1.1807053196945563
0,ALFAL,DAP092,2015.5,553.0,527.0,276.0,0.0,1182.0,608.0,1790.0,4.414817076,195.68301999999997,4.5425,372.85218590000005,10.0,0.17,0.51,329.5303510747493,70.0074085380001,0.9523809523809523,1,4.414817076,1,1,-4.88235294117647,23.1039880974206,73.6394608996281,0.01021190390015941,0.9771674858505403,0.008282766626875916,0.004337843622424578,2.107453701551888,0.005258878418514563,17389.65521956151
1,CORN,DAP092,2015.5,678.0,593.0,162.0,0.0,1122.0,74.0,1196.0,1.868750157,165.2125,5.0275,2062.352382,10.0,0.17,0.64,303.7700790474986,72.58437507850005,0.9523809523809523,1,1.868750157,1,1,-4.88235294117647,23.1039880974206,52.4125827438786,0.3957105900420787,0.2077997944101132,0.3114150225428479,0.08507459300496015,4.805368456925027,0.0007576299829443987,208473.34082734495
2,CUCUR,DAP092,2015.5,624.0,3340.0,3581.0,0.0,7603.0,145.0,7748.0,1.885245994,311.457425,54.745,98.73362872,10.0,0.17,0.05,311.457425,9523.19531596,0.4492008683173861,1,1.885245994,1,1,-4.88235294117647,23.1039880974206,9463.78028358758,0.5794676835718164,0.023880972170221483,0.19141966331766994,0.2052316809402922,54.486991942924405,0.20256522786899955,0.00010288086441034202
