g,i,year,xland,xwater,p,y,omegalabor,omegasupply,omegaland,Etc
KRD,Hay/Silage,2018,26265,2,186,4.76,126,273,358,0.51
KRD,Herb,2018,6,2,340,0.07,788,630,358,0.41
KRD,Oilseed,2018,150,2.572,340,0.9,525.5,551.5,358,0.74
KRD,Orchard,2018,1548,3,1194,17.27,1785,3360,358,0.13
KRD,Seed,2018,422,2.5,8600,0.4,263,473,358,0.74
KRD,Vegetable,2018,176,2,760,16.31,5565,3990,358,0.3
KRD,Vineyard,2018,14,2,734,6.32,2310,3045,358,0.13
Moxee-Selah,Hay/Silage,2018,195,2,186,4.76,126,273,358,0.51
Moxee-Selah,Herb,2018,3319,2,340,0.07,788,630,358,0.41
Moxee-Selah,Orchard,2018,154,3,1194,17.27,1785,3360,358,0.13
Moxee-Selah,Vegetable,2018,6,2,760,16.31,5565,3990,358,0.3
Moxee-Selah,Vineyard,2018,5,1.322,734,6.32,2310,3045,358,0.13
Naches-Selah,Berry,2018,5,2,1467,3.99,5670,7980,358,0.25
Naches-Selah,Hay/Silage,2018,617,2,186,4.76,126,273,358,0.51
Naches-Selah,Orchard,2018,4334,3,1194,17.27,1785,3360,358,0.13
Naches-Selah,Vineyard,2018,19,2,734,6.32,2310,3045,358,0.13
Not In I.D.,Berry,2018,1,2.854,1467,3.99,5670,7980,358,0.25
Not In I.D.,Cereal Grain,2018,71,2,173,3.05,74,189,358,0.74
Not In I.D.,Hay/Silage,2018,1229,2,186,4.76,126,273,358,0.51
Not In I.D.,Herb,2018,430,2,340,0.07,788,630,358,0.41
Not In I.D.,Orchard,2018,2643,3,1194,17.27,1785,3360,358,0.13
Not In I.D.,Vegetable,2018,14,2,760,16.31,5565,3990,358,0.3
Not In I.D.,Vineyard,2018,2,2.684,734,6.32,2310,3045,358,0.13
Olsen,Hay/Silage,2018,410,2,186,4.76,126,273,358,0.51
Packwood,Hay/Silage,2018,399,2,186,4.76,126,273,358,0.51
Roza,Berry,2018,1133,2,1467,3.99,5670,7980,358,0.25
Roza,Cereal Grain,2018,5672,2,173,3.05,74,189,358,0.74
Roza,Hay/Silage,2018,4072,2,186,4.76,126,273,358,0.51
Roza,Herb,2018,7763,2,340,0.07,788,630,358,0.41
Roza,Orchard,2018,28446,3,1194,17.27,1785,3360,358,0.13
Roza,Seed,2018,4,2.29,8600,0.4,263,473,358,0.74
Roza,Vegetable,2018,367,2,760,16.31,5565,3990,358,0.3
Roza,Vineyard,2018,16865,2,734,6.32,2310,3045,358,0.13
SVID,Berry,2018,10,2,1467,3.99,5670,7980,358,0.25
SVID,Cereal Grain,2018,14251,2,173,3.05,74,189,358,0.74
SVID,Hay/Silage,2018,10215,2,186,4.76,126,273,358,0.51
SVID,Herb,2018,8635,2,340,0.07,788,630,358,0.41
SVID,Oilseed,2018,3,2.5,340,0.9,525.5,551.5,358,0.74
SVID,Orchard,2018,7409,3,1194,17.27,1785,3360,358,0.13
SVID,Seed,2018,34,2.5,8600,0.4,263,473,358,0.74
SVID,Vegetable,2018,1137,2,760,16.31,5565,3990,358,0.3
SVID,Vineyard,2018,9145,2,734,6.32,2310,3045,358,0.13
Terrace Heights,Hay/Silage,2018,20,2,186,4.76,126,273,358,0.51
Terrace Heights,Orchard,2018,32,3,1194,17.27,1785,3360,358,0.13
Terrace Heights,Vineyard,2018,11,2,734,6.32,2310,3045,358,0.13
Throp Mill,Hay/Silage,2018,66,2,186,4.76,126,273,358,0.51
Union Gap,Hay/Silage,2018,43,2,186,4.76,126,273,358,0.51
Union Gap,Orchard,2018,1763,3,1194,17.27,1785,3360,358,0.13
Union Gap,Vineyard,2018,60,2,734,6.32,2310,3045,358,0.13
Wenas,Hay/Silage,2018,817,2,186,4.76,126,273,358,0.51
Wenas,Herb,2018,91,2,340,0.07,788,630,358,0.41
West Side,Cereal Grain,2018,183,2,173,3.05,74,189,358,0.74
West Side,Hay/Silage,2018,3357,2,186,4.76,126,273,358,0.51
Yakima-Tieton,Berry,2018,13,2,1467,3.99,5670,7980,358,0.25
Yakima-Tieton,Hay/Silage,2018,1677,2,186,4.76,126,273,358,0.51
Yakima-Tieton,Herb,2018,1,2,340,0.07,788,630,358,0.41
Yakima-Tieton,Orchard,2018,15258,3,1194,17.27,1785,3360,358,0.13
Yakima-Tieton,Seed,2018,8,2.5,8600,0.4,263,473,358,0.74
Yakima-Tieton,Vegetable,2018,14,2,760,16.31,5565,3990,358,0.3
Yakima-Tieton,Vineyard,2018,70,2,734,6.32,2310,3045,358,0.13
Yakima-Wapato,Berry,2018,26,2,1467,3.99,5670,7980,358,0.25
Yakima-Wapato,Cereal Grain,2018,32499,2,173,3.05,74,189,358,0.74
Yakima-Wapato,Hay/Silage,2018,15217,2,186,4.76,126,273,358,0.51
Yakima-Wapato,Herb,2018,24458,2,340,0.07,788,630,358,0.41
Yakima-Wapato,Oilseed,2018,1109,2.5,340,0.9,525.5,551.5,358,0.74
Yakima-Wapato,Orchard,2018,10815,3,1194,17.27,1785,3360,358,0.13
Yakima-Wapato,Seed,2018,1378,2.5,8600,0.4,263,473,358,0.74
Yakima-Wapato,Vegetable,2018,4631,2,760,16.31,5565,3990,358,0.3
Yakima-Wapato,Vineyard,2018,2517,2,734,6.32,2310,3045,358,0.13
Ahtanum,Cereal Grain,2017,75,2,148,2.86,72,185,350,0.74
Ahtanum,Hay/Silage,2017,1267,2,172,5.69,124,268,350,0.51
Ahtanum,Orchard,2017,156,2,1205,19.01,1751,3296,350,0.13
Buena,Cereal Grain,2017,109,2,148,2.86,72,185,350,0.74
Buena,Hay/Silage,2017,124,2,172,5.69,124,268,350,0.51
Buena,Orchard,2017,40,2,1205,19.01,1751,3296,350,0.13
Buena,Vegetable,2017,2,2.31,240,15.47,5459,3914,350,0.3
Bull Ditch,Cereal Grain,2017,116,2,148,2.86,72,185,350,0.74
Bull Ditch,Hay/Silage,2017,773,2,172,5.69,124,268,350,0.51
Cascade,Berry,2017,1,1.66,1700,4.02,5562,7828,350,0.25
Cascade,Cereal Grain,2017,567,2,148,2.86,72,185,350,0.74
Cascade,Hay/Silage,2017,6248,2,172,5.69,124,268,350,0.51
Cascade,Herb,2017,1,2.635,320,0.07,773,618,350,0.41
Cascade,Orchard,2017,73,2,1205,19.01,1751,3296,350,0.13
Cascade,Vegetable,2017,89,2,240,15.47,5459,3914,350,0.3
Ellensburg Wat,Cereal Grain,2017,401,2,148,2.86,72,185,350,0.74
Ellensburg Wat,Hay/Silage,2017,7529,2,172,5.69,124,268,350,0.51
Ellensburg Wat,Seed,2017,2,2.651,8400,0.39,258,464,350,0.74
Ellensburg Wat,Vegetable,2017,307,2,240,15.47,5459,3914,350,0.3
Ellensburg Wat,Vineyard,2017,3,2,730,5.74,2266,2987,350,0.13
FGP,Cereal Grain,2017,153,2,148,2.86,72,185,350,0.74
FGP,Vegetable,2017,78,2,240,15.47,5459,3914,350,0.3
Fowler Ditch,Hay/Silage,2017,27,2,172,5.69,124,268,350,0.51
Fowler Ditch,Herb,2017,712,2,320,0.07,773,618,350,0.41
Fowler Ditch,Vineyard,2017,18,2,730,5.74,2266,2987,350,0.13
Irrigated area outside irrigation districts,Berry,2017,206,1,1700,4.02,5562,7828,350,0.25
Irrigated area outside irrigation districts,Cereal Grain,2017,7913,2,148,2.86,72,185,350,0.74
Irrigated area outside irrigation districts,Hay/Silage,2017,10856,2,172,5.69,124,268,350,0.51
Irrigated area outside irrigation districts,Herb,2017,4216,2,320,0.07,773,618,350,0.41
Irrigated area outside irrigation districts,Oilseed,2017,13,2.499,350,0.46,515.5,541,350,0.74
Irrigated area outside irrigation districts,Orchard,2017,10727,2,1205,19.01,1751,3296,350,0.13
Irrigated area outside irrigation districts,Seed,2017,60,2.274,8400,0.39,258,464,350,0.74
Irrigated area outside irrigation districts,Vegetable,2017,5100,2,240,15.47,5459,3914,350,0.3
Irrigated area outside irrigation districts,Vineyard,2017,5254,2,730,5.74,2266,2987,350,0.13
KID,Berry,2017,2,1.991,1700,4.02,5562,7828,350,0.25
KID,Cereal Grain,2017,1734,2,148,2.86,72,185,350,0.74
KID,Hay/Silage,2017,2019,2,172,5.69,124,268,350,0.51
KID,Herb,2017,12,2,320,0.07,773,618,350,0.41
KID,Orchard,2017,2810,2,1205,19.01,1751,3296,350,0.13
KID,Vegetable,2017,664,2,240,15.47,5459,3914,350,0.3
KID,Vineyard,2017,4637,2,730,5.74,2266,2987,350,0.13
KRD,Berry,2017,1,1,1700,4.02,5562,7828,350,0.25
KRD,Cereal Grain,2017,1457,2,148,2.86,72,185,350,0.74
KRD,Hay/Silage,2017,27413,2,172,5.69,124,268,350,0.51
KRD,Herb,2017,5,2,320,0.07,773,618,350,0.41
KRD,Orchard,2017,957,2,1205,19.01,1751,3296,350,0.13
KRD,Seed,2017,173,1.5,8400,0.39,258,464,350,0.74
KRD,Vegetable,2017,17,1.768,240,15.47,5459,3914,350,0.3
KRD,Vineyard,2017,14,2,730,5.74,2266,2987,350,0.13
Moxee-Selah,Hay/Silage,2017,192,2,172,5.69,124,268,350,0.51
Moxee-Selah,Herb,2017,3329,2,320,0.07,773,618,350,0.41
Moxee-Selah,Orchard,2017,160,2,1205,19.01,1751,3296,350,0.13
Moxee-Selah,Vegetable,2017,2,2,240,15.47,5459,3914,350,0.3
Moxee-Selah,Vineyard,2017,49,2,730,5.74,2266,2987,350,0.13
Naches-Selah,Berry,2017,5,1,1700,4.02,5562,7828,350,0.25
Naches-Selah,Hay/Silage,2017,626,2,172,5.69,124,268,350,0.51
Naches-Selah,Orchard,2017,4352,2,1205,19.01,1751,3296,350,0.13
Naches-Selah,Vineyard,2017,15,2,730,5.74,2266,2987,350,0.13
Not In I.D.,Berry,2017,1,3.202,1700,4.02,5562,7828,350,0.25
Not In I.D.,Cereal Grain,2017,59,2,148,2.86,72,185,350,0.74
Not In I.D.,Hay/Silage,2017,1388,2,172,5.69,124,268,350,0.51
Not In I.D.,Herb,2017,241,2,320,0.07,773,618,350,0.41
Not In I.D.,Orchard,2017,2694,2,1205,19.01,1751,3296,350,0.13
Not In I.D.,Vegetable,2017,9,2,240,15.47,5459,3914,350,0.3
Not In I.D.,Vineyard,2017,2,2.507,730,5.74,2266,2987,350,0.13
Olsen,Cereal Grain,2017,49,2,148,2.86,72,185,350,0.74
Olsen,Hay/Silage,2017,361,2,172,5.69,124,268,350,0.51
Packwood,Cereal Grain,2017,21,2.638,148,2.86,72,185,350,0.74
Packwood,Hay/Silage,2017,378,2,172,5.69,124,268,350,0.51
Roza,Berry,2017,1097,1,1700,4.02,5562,7828,350,0.25
Roza,Cereal Grain,2017,5053,2,148,2.86,72,185,350,0.74
Roza,Hay/Silage,2017,4343,2,172,5.69,124,268,350,0.51
Roza,Herb,2017,6967,2,320,0.07,773,618,350,0.41
Roza,Orchard,2017,28051,2,1205,19.01,1751,3296,350,0.13
Roza,Vegetable,2017,317,2,240,15.47,5459,3914,350,0.3
Roza,Vineyard,2017,18248,2,730,5.74,2266,2987,350,0.13
SVID,Berry,2017,26,1,1700,4.02,5562,7828,350,0.25
SVID,Cereal Grain,2017,15856,2,148,2.86,72,185,350,0.74
SVID,Hay/Silage,2017,9498,2,172,5.69,124,268,350,0.51
SVID,Herb,2017,8335,2,320,0.07,773,618,350,0.41
SVID,Orchard,2017,7516,2,1205,19.01,1751,3296,350,0.13
SVID,Vegetable,2017,1356,2,240,15.47,5459,3914,350,0.3
SVID,Vineyard,2017,9117,2,730,5.74,2266,2987,350,0.13
Terrace Heights,Hay/Silage,2017,14,2,172,5.69,124,268,350,0.51
Terrace Heights,Orchard,2017,44,2,1205,19.01,1751,3296,350,0.13
Terrace Heights,Vineyard,2017,11,2,730,5.74,2266,2987,350,0.13
Throp Mill,Hay/Silage,2017,66,2,172,5.69,124,268,350,0.51
Union Gap,Hay/Silage,2017,21,2,172,5.69,124,268,350,0.51
Union Gap,Orchard,2017,1781,2,1205,19.01,1751,3296,350,0.13
Union Gap,Vineyard,2017,56,2,730,5.74,2266,2987,350,0.13
Wenas,Cereal Grain,2017,15,2.346,148,2.86,72,185,350,0.74
Wenas,Hay/Silage,2017,920,2,172,5.69,124,268,350,0.51
West Side,Cereal Grain,2017,379,2,148,2.86,72,185,350,0.74
West Side,Hay/Silage,2017,3103,2,172,5.69,124,268,350,0.51
Yakima-Tieton,Berry,2017,13,1,1700,4.02,5562,7828,350,0.25
Yakima-Tieton,Cereal Grain,2017,3,2.133,148,2.86,72,185,350,0.74
Yakima-Tieton,Hay/Silage,2017,1704,2,172,5.69,124,268,350,0.51
Yakima-Tieton,Herb,2017,1,3.507,320,0.07,773,618,350,0.41
Yakima-Tieton,Orchard,2017,15126,2,1205,19.01,1751,3296,350,0.13
Yakima-Tieton,Vegetable,2017,12,2,240,15.47,5459,3914,350,0.3
Yakima-Tieton,Vineyard,2017,71,2,730,5.74,2266,2987,350,0.13
Yakima-Wapato,Berry,2017,23,1,1700,4.02,5562,7828,350,0.25
Yakima-Wapato,Cereal Grain,2017,32813,2,148,2.86,72,185,350,0.74
Yakima-Wapato,Hay/Silage,2017,15994,2,172,5.69,124,268,350,0.51
Yakima-Wapato,Herb,2017,23531,2,320,0.07,773,618,350,0.41
Yakima-Wapato,Oilseed,2017,1109,2.5,350,0.46,515.5,541,350,0.74
Yakima-Wapato,Orchard,2017,10905,2,1205,19.01,1751,3296,350,0.13
Yakima-Wapato,Seed,2017,1376,1.5,8400,0.39,258,464,350,0.74
Yakima-Wapato,Vegetable,2017,4951,2,240,15.47,5459,3914,350,0.3
Yakima-Wapato,Vineyard,2017,2539,2,730,5.74,2266,2987,350,0.13
Ahtanum,Cereal Grain,2016,75,2,146,3.1,71,182,345,0.74
Ahtanum,Hay/Silage,2016,1297,2,142,5.43,121,263,345,0.51
Ahtanum,Orchard,2016,156,2,1364,18.6,1717,3232,345,0.13
Buena,Cereal Grain,2016,109,2,146,3.1,71,182,345,0.74
Buena,Hay/Silage,2016,119,2,142,5.43,121,263,345,0.51
Buena,Orchard,2016,40,2,1364,18.6,1717,3232,345,0.13
Buena,Vegetable,2016,2,2.49,255,16.19,5353,3838,345,0.3
Bull Ditch,Cereal Grain,2016,116,2,146,3.1,71,182,345,0.74
Bull Ditch,Hay/Silage,2016,773,2,142,5.43,121,263,345,0.51
Cascade,Berry,2016,1,1.699,1900,4.17,5454,7676,345,0.25
Cascade,Cereal Grain,2016,567,2,146,3.1,71,182,345,0.74
Cascade,Hay/Silage,2016,6255,2,142,5.43,121,263,345,0.51
Cascade,Herb,2016,1,2.579,368,0.06,758,606,345,0.41
Cascade,Orchard,2016,66,2,1364,18.6,1717,3232,345,0.13
Cascade,Vegetable,2016,89,1,255,16.19,5353,3838,345,0.3
Ellensburg Wat,Cereal Grain,2016,401,2,146,3.1,71,182,345,0.74
Ellensburg Wat,Hay/Silage,2016,7529,2,142,5.43,121,263,345,0.51
Ellensburg Wat,Seed,2016,2,2.585,8180,0.38,253,455,345,0.74
Ellensburg Wat,Vegetable,2016,307,1,255,16.19,5353,3838,345,0.3
Ellensburg Wat,Vineyard,2016,3,2,703,6.71,2222,2929,345,0.13
FGP,Cereal Grain,2016,153,2,146,3.1,71,182,345,0.74
FGP,Vegetable,2016,78,1,255,16.19,5353,3838,345,0.3
Fowler Ditch,Hay/Silage,2016,27,2,142,5.43,121,263,345,0.51
Fowler Ditch,Herb,2016,712,1,368,0.06,758,606,345,0.41
Fowler Ditch,Vineyard,2016,18,2,703,6.71,2222,2929,345,0.13
Irrigated area outside irrigation districts,Berry,2016,206,2,1900,4.17,5454,7676,345,0.25
Irrigated area outside irrigation districts,Cereal Grain,2016,7913,2,146,3.1,71,182,345,0.74
Irrigated area outside irrigation districts,Hay/Silage,2016,10959,2,142,5.43,121,263,345,0.51
Irrigated area outside irrigation districts,Herb,2016,4058,1,368,0.06,758,606,345,0.41
Irrigated area outside irrigation districts,Oilseed,2016,13,2.603,314,1,253,455,345,0.74
Irrigated area outside irrigation districts,Orchard,2016,10727,2,1364,18.6,1717,3232,345,0.13
Irrigated area outside irrigation districts,Seed,2016,60,2.264,8180,0.38,253,455,345,0.74
Irrigated area outside irrigation districts,Vegetable,2016,5082,1,255,16.19,5353,3838,345,0.3
Irrigated area outside irrigation districts,Vineyard,2016,5083,2,703,6.71,2222,2929,345,0.13
KID,Berry,2016,2,1.657,1900,4.17,5454,7676,345,0.25
KID,Cereal Grain,2016,1734,2,146,3.1,71,182,345,0.74
KID,Hay/Silage,2016,2019,2,142,5.43,121,263,345,0.51
KID,Herb,2016,11,1,368,0.06,758,606,345,0.41
KID,Orchard,2016,2782,2,1364,18.6,1717,3232,345,0.13
KID,Vegetable,2016,664,1,255,16.19,5353,3838,345,0.3
KID,Vineyard,2016,4410,2,703,6.71,2222,2929,345,0.13
KRD,Berry,2016,1,2,1900,4.17,5454,7676,345,0.25
KRD,Cereal Grain,2016,1470,2,146,3.1,71,182,345,0.74
KRD,Hay/Silage,2016,27527,2,142,5.43,121,263,345,0.51
KRD,Herb,2016,5,1,368,0.06,758,606,345,0.41
KRD,Orchard,2016,823,2,1364,18.6,1717,3232,345,0.13
KRD,Seed,2016,173,2,8180,0.38,253,455,345,0.74
KRD,Vegetable,2016,17,1.824,255,16.19,5353,3838,345,0.3
KRD,Vineyard,2016,14,2,703,6.71,2222,2929,345,0.13
Moxee-Selah,Hay/Silage,2016,192,2,142,5.43,121,263,345,0.51
Moxee-Selah,Herb,2016,3329,1,368,0.06,758,606,345,0.41
Moxee-Selah,Orchard,2016,160,2,1364,18.6,1717,3232,345,0.13
Moxee-Selah,Vegetable,2016,2,1,255,16.19,5353,3838,345,0.3
Moxee-Selah,Vineyard,2016,49,2,703,6.71,2222,2929,345,0.13
Naches-Selah,Berry,2016,5,2,1900,4.17,5454,7676,345,0.25
Naches-Selah,Hay/Silage,2016,626,2,142,5.43,121,263,345,0.51
Naches-Selah,Orchard,2016,4352,2,1364,18.6,1717,3232,345,0.13
Naches-Selah,Vineyard,2016,15,2,703,6.71,2222,2929,345,0.13
Not In I.D.,Berry,2016,1,3.143,1900,4.17,5454,7676,345,0.25
Not In I.D.,Cereal Grain,2016,59,2,146,3.1,71,182,345,0.74
Not In I.D.,Hay/Silage,2016,1388,2,142,5.43,121,263,345,0.51
Not In I.D.,Herb,2016,241,1,368,0.06,758,606,345,0.41
Not In I.D.,Orchard,2016,2694,2,1364,18.6,1717,3232,345,0.13
Not In I.D.,Vegetable,2016,9,1,255,16.19,5353,3838,345,0.3
Not In I.D.,Vineyard,2016,2,2.497,703,6.71,2222,2929,345,0.13
Olsen,Cereal Grain,2016,49,2,146,3.1,71,182,345,0.74
Olsen,Hay/Silage,2016,361,2,142,5.43,121,263,345,0.51
Packwood,Cereal Grain,2016,21,2.493,146,3.1,71,182,345,0.74
Packwood,Hay/Silage,2016,378,2,142,5.43,121,263,345,0.51
Roza,Berry,2016,1097,2,1900,4.17,5454,7676,345,0.25
Roza,Cereal Grain,2016,4409,2,146,3.1,71,182,345,0.74
Roza,Hay/Silage,2016,4584,2,142,5.43,121,263,345,0.51
Roza,Herb,2016,6955,1,368,0.06,758,606,345,0.41
Roza,Orchard,2016,27978,2,1364,18.6,1717,3232,345,0.13
Roza,Vegetable,2016,316,1,255,16.19,5353,3838,345,0.3
Roza,Vineyard,2016,18424,2,703,6.71,2222,2929,345,0.13
SVID,Berry,2016,26,2,1900,4.17,5454,7676,345,0.25
SVID,Cereal Grain,2016,16209,2,146,3.1,71,182,345,0.74
SVID,Hay/Silage,2016,9706,2,142,5.43,121,263,345,0.51
SVID,Herb,2016,7438,1,368,0.06,758,606,345,0.41
SVID,Orchard,2016,7485,2,1364,18.6,1717,3232,345,0.13
SVID,Vegetable,2016,1353,1,255,16.19,5353,3838,345,0.3
SVID,Vineyard,2016,9399,2,703,6.71,2222,2929,345,0.13
Terrace Heights,Hay/Silage,2016,14,2,142,5.43,121,263,345,0.51
Terrace Heights,Orchard,2016,44,2,1364,18.6,1717,3232,345,0.13
Terrace Heights,Vineyard,2016,11,2,703,6.71,2222,2929,345,0.13
Throp Mill,Hay/Silage,2016,66,2,142,5.43,121,263,345,0.51
Union Gap,Hay/Silage,2016,21,2,142,5.43,121,263,345,0.51
Union Gap,Orchard,2016,1781,2,1364,18.6,1717,3232,345,0.13
Union Gap,Vineyard,2016,56,2,703,6.71,2222,2929,345,0.13
Wenas,Cereal Grain,2016,15,2.507,146,3.1,71,182,345,0.74
Wenas,Hay/Silage,2016,920,2,142,5.43,121,263,345,0.51
West Side,Cereal Grain,2016,379,2,146,3.1,71,182,345,0.74
West Side,Hay/Silage,2016,3103,2,142,5.43,121,263,345,0.51
Yakima-Tieton,Berry,2016,13,2,1900,4.17,5454,7676,345,0.25
Yakima-Tieton,Cereal Grain,2016,3,2.041,146,3.1,71,182,345,0.74
Yakima-Tieton,Hay/Silage,2016,1704,2,142,5.43,121,263,345,0.51
Yakima-Tieton,Herb,2016,1,3.652,368,0.06,758,606,345,0.41
Yakima-Tieton,Orchard,2016,15126,2,1364,18.6,1717,3232,345,0.13
Yakima-Tieton,Vegetable,2016,12,1,255,16.19,5353,3838,345,0.3
Yakima-Tieton,Vineyard,2016,69,2,703,6.71,2222,2929,345,0.13
Yakima-Wapato,Berry,2016,23,2,1900,4.17,5454,7676,345,0.25
Yakima-Wapato,Cereal Grain,2016,32787,2,146,3.1,71,182,345,0.74
Yakima-Wapato,Hay/Silage,2016,15994,2,142,5.43,121,263,345,0.51
Yakima-Wapato,Herb,2016,23495,1,368,0.06,758,606,345,0.41
Yakima-Wapato,Oilseed,2016,1109,2,314,1,253,455,345,0.74
Yakima-Wapato,Orchard,2016,10905,2,1364,18.6,1717,3232,345,0.13
Yakima-Wapato,Seed,2016,1376,2,8180,0.38,253,455,345,0.74
Yakima-Wapato,Vegetable,2016,4951,1,255,16.19,5353,3838,345,0.3
Yakima-Wapato,Vineyard,2016,2539,2,703,6.71,2222,2929,345,0.13
Okanogan,Berry,2015,15,1.6,2273,3.96,5400,7600,208,0.25
Okanogan,Cereal Grain,2015,4,2.5,160,2.21,70,180,208,0.74
Okanogan,Hay/Silage,2015,3559,2.2,174,5.42,120,260,208,0.51
Okanogan,Orchard,2015,11348,2.4,1269,16.16,1700,3200,208,0.13
Okanogan,Vegetable,2015,42,2,255,26.89,5300,3800,208,0.3
Okanogan,Vineyard,2015,119,1.5,679,5.79,2200,2900,208,0.13
Okanogan,Berry,2016,15,1.7,1900,4.17,5454,7676,195,0.25
Okanogan,Cereal Grain,2016,4,2.4,146,3.1,71,182,195,0.74
Okanogan,Hay/Silage,2016,3555,2.2,142,5.43,253,455,195,0.51
Okanogan,Orchard,2016,11350,2.3,1255,16.19,5353,3838,195,0.13
Okanogan,Vegetable,2016,42,2.2,703,6.71,2222,2929,195,0.3
Okanogan,Vineyard,2016,119,1.4,703,6.71,2222,2929,195,0.13
Okanogan,Berry,2017,3,1.8,1700,4.02,5562,7828,198,0.25
Okanogan,Cereal Grain,2017,4,2.1,148,2.86,72,185,198,0.74
Okanogan,Hay/Silage,2017,3496,2.2,172,5.69,124,268,198,0.51
Okanogan,Herb,2017,35,1.4,320,136.15,258,464,198,0.41
Okanogan,Orchard,2017,11367,2.3,1205,19.01,1751,3296,198,0.13
Okanogan,Vegetable,2017,93,1.9,240,15.47,5459,3914,198,0.3
Okanogan,Vineyard,2017,133,1.5,730,5.74,2266,2987,198,0.13
Okanogan,Berry,2018,3,1.9,1467,3.99,5670,7980,203,0.25
Okanogan,Cereal Grain,2018,4,1.7,173,3.05,74,189,203,0.74
Okanogan,Hay/Silage,2018,3496,2.2,186,4.76,126,273,203,0.51
Okanogan,Herb,2018,35,1.3,340,0.07,263,473,203,0.41
Okanogan,Orchard,2018,11367,2.2,1194,17.27,1785,3360,203,0.13
Okanogan,Vegetable,2018,93,1.9,734,6.32,2310,3045,203,0.3
Okanogan,Vineyard,2018,133,1.5,1600,3.86,5778,8132,203,0.13
Okanogan,Berry,2019,3,1.7,1600,3.86,5778,8132,201,0.25
Okanogan,Cereal Grain,2019,4,2,180,2.84,75,193,201,0.74
Okanogan,Hay/Silage,2019,3496,2.1,193,4.65,128,278,201,0.51
Okanogan,Herb,2019,35,1.1,386,0.07,268,482,201,0.41
Okanogan,Orchard,2019,11367,2.1,1234,18.86,1819,3424,201,0.13
Okanogan,Vegetable,2019,93,1.7,780,16.6,5671,4066,201,0.3
Okanogan,Vineyard,2019,133,1.4,777,5.31,2354,3103,201,0.13
Okanogan,Berry,2020,3,2,2200,3.88,5832,8208,207,0.25
Okanogan,Cereal Grain,2020,222,2.1,194,3.13,76,194,207,0.74
Okanogan,Hay/Silage,2020,3425,2.2,191,4.81,130,281,207,0.51
Okanogan,Herb,2020,55,1.5,386,0.06,270,486,207,0.41
Okanogan,Orchard,2020,10780,2.2,1676,16.88,1836,3456,207,0.13
Okanogan,Vegetable,2020,70,2,780,16.52,5724,4104,207,0.3
Okanogan,Vineyard,2020,112,1.5,889,4.38,2376,3132,207,0.13
Okanogan,Berry,2021,3,2.1,3600,2.8,6102,8588,222,0.25
Okanogan,Cereal Grain,2021,222,1.9,275,1.86,79,203,222,0.74
Okanogan,Hay/Silage,2021,3425,2.3,232,4.68,136,294,222,0.51
Okanogan,Herb,2021,58,1.5,386,0.06,283,509,222,0.41
Okanogan,Orchard,2021,10776,2.3,1381,17.05,1921,3616,222,0.13
Okanogan,Seed,2021,3,2,9270,0.35,283,509,222,0.74
Okanogan,Vegetable,2021,70,2.1,856,15.25,5989,4294,222,0.3
Okanogan,Vineyard,2021,112,1.6,937,3.97,2486,3277,222,0.13
Okanogan,Berry,2022,3,2.2,3100,3.2,6588,9272,217,0.25
Okanogan,Cereal Grain,2022,222,2,264,2.77,85,220,217,0.74
Okanogan,Hay/Silage,2022,3425,2.2,320,5.3,146,317,217,0.51
Okanogan,Herb,2022,61,1.6,424,0.06,305,549,217,0.41
Okanogan,Orchard,2022,10776,2.2,1697,15.27,2074,3904,217,0.13
Okanogan,Vegetable,2022,70,2,900,15.44,6466,4636,217,0.3
Okanogan,Vineyard,2022,112,1.5,903,5.8,2684,3538,217,0.13
Okanogan,Berry,2023,3,2.1,1900,3.53,6858,9652,193,0.25
Okanogan,Cereal Grain,2023,8,2,255,2.26,89,229,193,0.74
Okanogan,Hay/Silage,2023,3588,2.2,258,5.11,152,330,193,0.51
Okanogan,Herb,2023,36,1.4,438,0.06,318,572,193,0.41
Okanogan,Orchard,2023,10736,2.3,1173,18.67,2159,4064,193,0.13
Okanogan,Vegetable,2023,41,1.9,860,16.63,6731,4826,193,0.3
Okanogan,Vineyard,2023,55,1.3,935,4.78,2794,3683,193,0.13
Okanogan,Berry,2024,3,2.3,4000,3.97,7074,9956,308,0.25
Okanogan,Cereal Grain,2024,8,2.2,278,3.6,92,236,308,0.74
Okanogan,Hay/Silage,2024,3595,2.3,275,5,157,341,308,0.51
Okanogan,Herb,2024,36,1.8,600,0.06,328,590,308,0.41
Okanogan,Orchard,2024,10736,2.6,956,21.5,2227,4192,308,0.13
Okanogan,Vegetable,2024,41,2.3,1180,11.2,6943,4978,308,0.3
Okanogan,Vineyard,2024,55,1.5,940,4.33,2882,3799,308,0.13
ARTESIA IRRIGATION DISTRICT NO. 8,Vineyard,2024,1,2.4,940,4.3,2882,3799,407,0.13
BLALOCK IRRIGATION DISTRICT NO. 3,Cereal Grain,2024,18,2,277.5,3.6,92,236,407,0.74
BLALOCK IRRIGATION DISTRICT NO. 3,Hay/Silage,2024,13,2.1,275,5,157,341,407,0.51
BLALOCK IRRIGATION DISTRICT NO. 3,Seed,2024,10,1.9,0.5,12900,1793,638,324,0.74
BLALOCK IRRIGATION DISTRICT NO. 3,Vegetable,2024,17,2.3,1180,11.2,6943,4978,407,0.3
