i,g,year,xwater,ETc,Pe,omegaland,omegasupply,omegalabor,p,y,TotalAcres,xland,NonIrrigatedAcres,PriceProxy,YieldProxy,CostProxy,WaterProxy,MargRev,MargProf
CORN,11,2014,1.254446003,1.132128641,2.237351344,251.7316117,624.6325436,105.2012705,185.6735146,6.02004816,2.171258,0,2.171258,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1117.7635,136.1980741
CORN,11,2015,1.368338193,1.132128641,1.967131765,220.4909193,547.1136613,92.14545876,162.6308418,6.02004816,2.171258,0,2.171258,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,979.0454999,119.2954606
CORN,11,2016,1.21919165,1.132128641,2.100743558,260.7403754,646.9863789,108.966127,175.9507352,6.58005264,14.376251,14.376251,0,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1157.7651,141.0722186
CORN,11,2017,1.286969126,1.132128641,2.312886076,210.1480336,521.4494113,87.82305876,148.1131008,6.3000504,14.376249,14.376249,0,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,933.1199999,113.6994963
CORN,11,2018,1.364337996,1.132128641,1.720110843,203.6349579,505.2882349,85.10117641,146.78454,6.16004928,14.376249,14.376249,0,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,904.1999999,110.1756307
CORN,13,2008,1.373132416,1.170333385,1.395771532,245.4737667,609.1046819,102.5860517,189.8899094,5.74004592,11.473712,3.914835,7.558877,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1089.9768,132.8122997
CORN,13,2009,1.322939493,1.170333385,1.89316429,260.0308285,645.2257495,108.6695999,191.7948942,6.02004816,11.473712,3.914835,7.558877,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1154.6145,140.688322
CORN,13,2010,1.135503337,1.170333385,2.212171979,323.3685297,802.3883288,135.139087,250.1465702,5.74004592,13.073162,3.914835,9.158327,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1435.8528,174.9568545
CORN,13,2012,1.30296176,1.170333385,2.430883919,354.3804312,879.3395022,148.0992846,261.385766,6.02004816,1.59945,0,1.59945,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1573.5549,191.7356819
CORN,13,2013,1.242078816,1.170333385,1.478814494,276.1218188,685.15302,115.3941929,203.6633707,6.02004816,2.170357,0,2.170357,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1226.0633,149.3942683
CORN,13,2014,1.303811051,1.170333385,2.269900543,251.7316117,624.6325436,105.2012705,185.6735146,6.02004816,2.170357,0,2.170357,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1117.7635,136.1980741
CORN,13,2015,1.364920102,1.170333385,2.164274786,220.4909193,547.1136613,92.14545876,162.6308418,6.02004816,2.170357,0,2.170357,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,979.0454999,119.2954606
CORN,15,2008,1.267391012,1.140805262,1.403658985,245.4737667,609.1046819,102.5860517,189.8899094,5.74004592,5.1221,1.328704,3.793396,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1089.9768,132.8122997
CORN,15,2009,1.33469512,1.140805262,1.973216754,260.0308285,645.2257495,108.6695999,191.7948942,6.02004816,5.1221,1.328704,3.793396,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1154.6145,140.688322
CORN,15,2010,1.168402686,1.140805262,2.705344386,323.3685297,802.3883288,135.139087,250.1465702,5.74004592,5.1221,1.328704,3.793396,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1435.8528,174.9568545
CORN,15,2011,1.303704151,1.140805262,2.019881624,351.742568,872.7940581,146.996894,247.9094453,6.3000504,5.1221,1.328704,3.793396,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1561.842,190.3084798
CORN,15,2012,1.260262503,1.140805262,2.680157119,354.3804312,879.3395022,148.0992846,261.385766,6.02004816,8.173837,1.328703,6.845134,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1573.5549,191.7356819
CORN,15,2013,1.213024694,1.140805262,1.240804785,276.1218188,685.15302,115.3941929,203.6633707,6.02004816,8.173838,1.328704,6.845134,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1226.0633,149.3942683
CORN,15,2014,1.258192762,1.140805262,2.554464805,251.7316117,624.6325436,105.2012705,185.6735146,6.02004816,8.173838,1.328704,6.845134,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1117.7635,136.1980741
CORN,15,2015,1.274443452,1.140805262,2.181368309,220.4909193,547.1136613,92.14545876,162.6308418,6.02004816,8.173838,1.328704,6.845134,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,979.0454999,119.2954606
CORN,15,2016,1.385366545,1.140805262,2.6755784,260.7403754,646.9863789,108.966127,175.9507352,6.58005264,8.173836,1.328703,6.845133,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1157.7651,141.0722186
CORN,15,2017,1.338912884,1.140805262,2.685724627,210.1480336,521.4494113,87.82305876,148.1131008,6.3000504,8.173836,1.328703,6.845133,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,933.1199999,113.6994963
CORN,15,2018,1.393594582,1.140805262,1.983511878,203.6349579,505.2882349,85.10117641,146.78454,6.16004928,7.375057,7.375057,0,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,904.1999999,110.1756307
CORN,16,2008,1.336782541,1.244187095,2.577298514,245.4737667,609.1046819,102.5860517,189.8899094,5.74004592,20.077402,0,20.077402,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1089.9768,132.8122997
CORN,16,2009,1.402528595,1.244187095,3.316417129,260.0308285,645.2257495,108.6695999,191.7948942,6.02004816,14.752973,0,14.752973,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1154.6145,140.688322
CORN,16,2010,1.242785549,1.244187095,4.531987557,323.3685297,802.3883288,135.139087,250.1465702,5.74004592,14.815466,0,14.815466,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1435.8528,174.9568545
CORN,16,2011,1.37740785,1.244187095,3.670028488,351.742568,872.7940581,146.996894,247.9094453,6.3000504,19.435336,0,19.435336,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1561.842,190.3084798
CORN,16,2012,1.315881606,1.244187095,4.573612379,354.3804312,879.3395022,148.0992846,261.385766,6.02004816,19.435334,0,19.435334,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1573.5549,191.7356819
CORN,16,2013,1.179229028,1.244187095,2.245775149,276.1218188,685.15302,115.3941929,203.6633707,6.02004816,19.435339,0,19.435339,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1226.0633,149.3942683
CORN,16,2014,1.361745982,1.244187095,4.246594795,251.7316117,624.6325436,105.2012705,185.6735146,6.02004816,19.435339,0,19.435339,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1117.7635,136.1980741
CORN,16,2015,1.282364937,1.244187095,3.90964927,220.4909193,547.1136613,92.14545876,162.6308418,6.02004816,19.435335,0,19.435335,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,979.0454999,119.2954606
CORN,16,2016,1.40242852,1.244187095,4.733504585,260.7403754,646.9863789,108.966127,175.9507352,6.58005264,16.290251,0,16.290251,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1157.7651,141.0722186
CORN,16,2017,1.381250995,1.244187095,4.47241458,210.1480336,521.4494113,87.82305876,148.1131008,6.3000504,16.290251,0,16.290251,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,933.1199999,113.6994963
CORN,16,2018,1.370318272,1.244187095,3.760158543,203.6349579,505.2882349,85.10117641,146.78454,6.16004928,16.290251,0,16.290251,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,904.1999999,110.1756307
CORN,17,2008,1.549372344,1.247469993,0.820720312,245.4737667,609.1046819,102.5860517,189.8899094,5.74004592,62.921569,0,62.921569,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1089.9768,132.8122997
CORN,18,2008,1.440591041,1.158160017,0.480524119,245.4737667,609.1046819,102.5860517,189.8899094,5.74004592,129.404954,129.404954,0,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1089.9768,132.8122997
CORN,18,2009,1.396405692,1.158160017,0.783147147,260.0308285,645.2257495,108.6695999,191.7948942,6.02004816,170.791397,119.967922,50.823475,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1154.6145,140.688322
CORN,18,2010,1.295333367,1.158160017,0.844311365,323.3685297,802.3883288,135.139087,250.1465702,5.74004592,170.791397,119.967922,50.823475,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1435.8528,174.9568545
CORN,18,2011,1.396405692,1.158160017,0.889347809,351.742568,872.7940581,146.996894,247.9094453,6.3000504,164.894533,114.342699,50.551834,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1561.842,190.3084798
CORN,18,2012,1.397529882,1.158160017,0.975586187,354.3804312,879.3395022,148.0992846,261.385766,6.02004816,114.335453,64.423361,49.912092,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1573.5549,191.7356819
CORN,18,2013,1.284281827,1.158160017,0.383527293,276.1218188,685.15302,115.3941929,203.6633707,6.02004816,114.335455,64.42336,49.912095,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1226.0633,149.3942683
CORN,18,2014,1.435984463,1.158160017,0.921337857,251.7316117,624.6325436,105.2012705,185.6735146,6.02004816,149.03404,41.049602,107.984438,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1117.7635,136.1980741
CORN,18,2015,1.447700021,1.158160017,1.077193617,220.4909193,547.1136613,92.14545876,162.6308418,6.02004816,149.03402,41.049602,107.984418,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,979.0454999,119.2954606
CORN,18,2016,1.447700021,1.158160017,0.903206977,260.7403754,646.9863789,108.966127,175.9507352,6.58005264,149.034021,41.049605,107.984416,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1157.7651,141.0722186
CORN,18,2017,1.419826372,1.158160017,0.919709632,210.1480336,521.4494113,87.82305876,148.1131008,6.3000504,189.020621,189.020621,0,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,933.1199999,113.6994963
CORN,18,2018,1.447700021,1.158160017,0.839974826,203.6349579,505.2882349,85.10117641,146.78454,6.16004928,189.020621,189.020621,0,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,904.1999999,110.1756307
CORN,22,2008,1.039711681,1.156469422,3.55964411,245.4737667,609.1046819,102.5860517,189.8899094,5.74004592,2117.427919,1217.233182,900.194737,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1089.9768,132.8122997
CORN,22,2009,1.246873789,1.156469422,4.051156514,260.0308285,645.2257495,108.6695999,191.7948942,6.02004816,2117.427919,1217.233182,900.194737,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1154.6145,140.688322
CORN,22,2010,1.08117129,1.156469422,4.922896602,323.3685297,802.3883288,135.139087,250.1465702,5.74004592,2117.427919,1217.233182,900.194737,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1435.8528,174.9568545
CORN,22,2011,1.219269577,1.156469422,4.438701938,351.742568,872.7940581,146.996894,247.9094453,6.3000504,446.630336,169.45046,277.179876,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1561.842,190.3084798
CORN,22,2012,1.196359062,1.156469422,5.149628242,354.3804312,879.3395022,148.0992846,261.385766,6.02004816,446.630348,169.450455,277.179893,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1573.5549,191.7356819
CORN,22,2013,0.986761579,1.156469422,3.075119398,276.1218188,685.15302,115.3941929,203.6633707,6.02004816,354.746942,84.310691,270.436251,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1226.0633,149.3942683
CORN,22,2014,1.233221699,1.156469422,4.907047419,251.7316117,624.6325436,105.2012705,185.6735146,6.02004816,354.746942,84.310691,270.436251,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1117.7635,136.1980741
CORN,22,2015,1.164306344,1.156469422,4.654626291,220.4909193,547.1136613,92.14545876,162.6308418,6.02004816,354.74692,84.310671,270.436249,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,979.0454999,119.2954606
CORN,22,2016,1.191609752,1.156469422,5.152710444,260.7403754,646.9863789,108.966127,175.9507352,6.58005264,1484.767166,593.219514,891.547652,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1157.7651,141.0722186
CORN,22,2017,1.082912153,1.156469422,5.362515657,210.1480336,521.4494113,87.82305876,148.1131008,6.3000504,1484.766978,593.219514,891.547464,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,933.1199999,113.6994963
CORN,22,2018,1.303658838,1.156469422,4.540052906,203.6349579,505.2882349,85.10117641,146.78454,6.16004928,1484.766978,593.219514,891.547464,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,904.1999999,110.1756307
CORN,23,2008,1.428673928,1.23237679,1.67155248,245.4737667,609.1046819,102.5860517,189.8899094,5.74004592,1611.114859,981.676255,629.438604,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1089.9768,132.8122997
CORN,23,2009,1.417290399,1.23237679,2.060379698,260.0308285,645.2257495,108.6695999,191.7948942,6.02004816,1028.987234,848.720586,180.266648,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1154.6145,140.688322
CORN,23,2010,1.182939955,1.23237679,2.39768075,323.3685297,802.3883288,135.139087,250.1465702,5.74004592,1026.565973,848.720586,177.845387,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1435.8528,174.9568545
CORN,23,2011,1.458485936,1.23237679,1.888304673,351.742568,872.7940581,146.996894,247.9094453,6.3000504,625.849681,448.004294,177.845387,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1561.842,190.3084798
CORN,23,2012,1.373330567,1.23237679,2.610287312,354.3804312,879.3395022,148.0992846,261.385766,6.02004816,991.979824,899.78733,92.192494,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1573.5549,191.7356819
CORN,23,2013,1.320338819,1.23237679,1.502091152,276.1218188,685.15302,115.3941929,203.6633707,6.02004816,1002.256699,899.787332,102.469367,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1226.0633,149.3942683
CORN,23,2014,1.403734851,1.23237679,2.25192455,251.7316117,624.6325436,105.2012705,185.6735146,6.02004816,765.731565,581.013606,184.717959,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1117.7635,136.1980741
CORN,23,2015,1.471984739,1.23237679,2.234352676,220.4909193,547.1136613,92.14545876,162.6308418,6.02004816,765.731449,581.013529,184.71792,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,979.0454999,119.2954606
CORN,23,2016,1.438513785,1.23237679,2.294369298,260.7403754,646.9863789,108.966127,175.9507352,6.58005264,767.496933,581.013528,186.483405,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1157.7651,141.0722186
CORN,23,2017,1.420237814,1.23237679,2.482825194,210.1480336,521.4494113,87.82305876,148.1131008,6.3000504,674.849963,613.307975,61.541988,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,933.1199999,113.6994963
CORN,23,2018,1.468776425,1.23237679,1.938046079,203.6349579,505.2882349,85.10117641,146.78454,6.16004928,674.849963,613.307975,61.541988,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,904.1999999,110.1756307
CORN,24,2009,1.446145173,1.28437837,3.29168106,260.0308285,645.2257495,108.6695999,191.7948942,6.02004816,26.304,0,26.304,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1154.6145,140.688322
CORN,24,2010,1.229956787,1.28437837,4.480433472,323.3685297,802.3883288,135.139087,250.1465702,5.74004592,26.304,0,26.304,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1435.8528,174.9568545
CORN,25,2008,1.320895103,1.374853804,3.022502568,245.4737667,609.1046819,102.5860517,189.8899094,5.74004592,25.60402,0,25.60402,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1089.9768,132.8122997
CORN,25,2009,1.580880603,1.374853804,3.001246101,260.0308285,645.2257495,108.6695999,191.7948942,6.02004816,25.60402,0,25.60402,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1154.6145,140.688322
CORN,25,2010,1.325240092,1.374853804,4.219655002,323.3685297,802.3883288,135.139087,250.1465702,5.74004592,25.60402,0,25.60402,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1435.8528,174.9568545
CORN,25,2011,1.426120971,1.374853804,3.680272021,351.742568,872.7940581,146.996894,247.9094453,6.3000504,33.713386,0,33.713386,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1561.842,190.3084798
CORN,25,2012,1.462834341,1.374853804,4.763268235,354.3804312,879.3395022,148.0992846,261.385766,6.02004816,33.713378,0,33.713378,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1573.5549,191.7356819
CORN,25,2013,1.424492994,1.374853804,2.891497496,276.1218188,685.15302,115.3941929,203.6633707,6.02004816,18.162462,0,18.162462,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1226.0633,149.3942683
CORN,25,2014,1.46910359,1.374853804,4.135556849,251.7316117,624.6325436,105.2012705,185.6735146,6.02004816,18.162462,0,18.162462,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1117.7635,136.1980741
CORN,25,2015,1.538964482,1.374853804,3.647538362,220.4909193,547.1136613,92.14545876,162.6308418,6.02004816,18.162458,0,18.162458,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,979.0454999,119.2954606
CORN,25,2016,1.444509619,1.374853804,4.301755928,260.7403754,646.9863789,108.966127,175.9507352,6.58005264,16.304477,0,16.304477,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1157.7651,141.0722186
CORN,25,2017,1.408035594,1.374853804,4.504034906,210.1480336,521.4494113,87.82305876,148.1131008,6.3000504,16.304477,0,16.304477,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,933.1199999,113.6994963
CORN,25,2018,1.524964823,1.374853804,3.291629977,203.6349579,505.2882349,85.10117641,146.78454,6.16004928,16.304477,0,16.304477,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,904.1999999,110.1756307
CORN,26,2008,1.361778562,1.234988716,1.78159066,232.3020036,576.421016,97.08143429,189.8899094,5.432043456,753.70188,564.155533,189.546347,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1031.49024,125.6857861
CORN,26,2009,1.433857249,1.234988716,2.079811444,260.0308285,645.2257495,108.6695999,191.7948942,6.02004816,954.279725,861.436458,92.843267,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1154.6145,140.688322
CORN,26,2010,1.16897134,1.234988716,2.432759316,308.6986403,765.9872973,129.0083869,250.1465702,5.479643837,954.279725,861.436458,92.843267,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1370.714112,167.0197874
CORN,26,2011,1.411518903,1.234988716,2.243741469,326.4171031,809.952886,136.4131177,247.9094453,5.846446772,1010.210858,778.364177,231.846681,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1449.389376,176.6062692
CORN,26,2012,1.291392188,1.234988716,2.799351366,345.3148853,856.8447708,144.3106983,261.385766,5.866046928,938.885284,650.562338,288.322946,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1533.30117,186.8308156
CORN,26,2013,1.224716605,1.234988716,2.074220539,276.1218188,685.15302,115.3941929,203.6633707,6.02004816,923.625274,650.562324,273.06295,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1226.0633,149.3942683
CORN,26,2014,1.370843107,1.234988716,2.649828992,251.7316117,624.6325436,105.2012705,185.6735146,6.02004816,785.739043,596.550693,189.18835,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1117.7635,136.1980741
CORN,26,2015,1.502768903,1.234988716,2.300590055,220.4909193,547.1136613,92.14545876,162.6308418,6.02004816,785.738943,596.550617,189.188326,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,979.0454999,119.2954606
CORN,26,2016,1.265792203,1.234988716,2.658162377,260.7403754,646.9863789,108.966127,175.9507352,6.58005264,662.5216,596.550612,65.970988,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1157.7651,141.0722186
CORN,26,2017,1.331885816,1.234988716,2.802834731,188.7596337,468.3774491,78.88462301,148.1131008,5.658845271,1015.299257,1012.885657,2.4136,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,838.14912,102.1274142
CORN,26,2018,1.49736528,1.234988716,2.108584023,203.6349579,505.2882349,85.10117641,146.78454,6.16004928,1015.29925,1012.88565,2.4136,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,904.1999999,110.1756307
CORN,27,2008,1.633847558,1.481749048,2.003973434,232.3020036,576.421016,97.08143429,189.8899094,5.432043456,606.124921,176.521131,429.60379,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1031.49024,125.6857861
CORN,27,2009,1.731630303,1.481749048,2.084499235,260.0308285,645.2257495,108.6695999,191.7948942,6.02004816,816.07944,461.634165,354.445275,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1154.6145,140.688322
CORN,27,2010,1.418762967,1.481749048,2.853039814,308.6986403,765.9872973,129.0083869,250.1465702,5.479643837,816.07944,461.634165,354.445275,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1370.714112,167.0197874
CORN,27,2011,1.729680526,1.481749048,2.365502564,326.4171031,809.952886,136.4131177,247.9094453,5.846446772,1276.134932,1083.564102,192.57083,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1449.389376,176.6062692
CORN,27,2012,1.570444645,1.481749048,3.147121647,345.3148853,856.8447708,144.3106983,261.385766,5.866046928,1276.134927,1083.564108,192.570819,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1533.30117,186.8308156
CORN,27,2013,1.50495695,1.481749048,2.223146161,276.1218188,685.15302,115.3941929,203.6633707,6.02004816,738.323907,553.629928,184.693979,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1226.0633,149.3942683
CORN,27,2014,1.634546844,1.481749048,2.779965609,251.7316117,624.6325436,105.2012705,185.6735146,6.02004816,738.323913,553.629928,184.693985,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1117.7635,136.1980741
CORN,27,2015,1.820913616,1.481749048,2.409791321,220.4909193,547.1136613,92.14545876,162.6308418,6.02004816,735.061076,481.302905,253.758171,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,979.0454999,119.2954606
CORN,27,2016,1.5654046,1.481749048,2.821503258,260.7403754,646.9863789,108.966127,175.9507352,6.58005264,435.368611,209.765714,225.602897,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1157.7651,141.0722186
CORN,27,2017,1.58531996,1.481749048,2.956676356,188.7596337,468.3774491,78.88462301,148.1131008,5.658845271,223.57624,150.836514,72.739726,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,838.14912,102.1274142
CORN,27,2018,1.799928127,1.481749048,2.059836892,203.6349579,505.2882349,85.10117641,146.78454,6.16004928,223.57624,150.836514,72.739726,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,904.1999999,110.1756307
CORN,28,2008,1.819167207,1.644740841,2.25366928,245.4737667,609.1046819,102.5860517,189.8899094,5.74004592,1135.40346,95.82107,1039.58239,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1089.9768,132.8122997
CORN,28,2009,1.914756498,1.644740841,2.166730001,260.0308285,645.2257495,108.6695999,191.7948942,6.02004816,1092.073186,95.82107,996.252116,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1154.6145,140.688322
CORN,28,2010,1.582368814,1.644740841,3.266179538,323.3685297,802.3883288,135.139087,250.1465702,5.74004592,1092.073186,95.82107,996.252116,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1435.8528,174.9568545
CORN,28,2011,1.903012582,1.644740841,2.584283016,351.742568,872.7940581,146.996894,247.9094453,6.3000504,832.706857,112.484943,720.221914,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1561.842,190.3084798
CORN,28,2012,1.752116101,1.644740841,3.469107143,354.3804312,879.3395022,148.0992846,261.385766,6.02004816,832.706877,112.484943,720.221934,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1573.5549,191.7356819
CORN,28,2013,1.744370333,1.644740841,2.172486257,276.1218188,685.15302,115.3941929,203.6633707,6.02004816,903.227157,223.123764,680.103393,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1226.0633,149.3942683
CORN,28,2014,1.81738114,1.644740841,2.846102432,251.7316117,624.6325436,105.2012705,185.6735146,6.02004816,903.227172,223.123773,680.103399,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1117.7635,136.1980741
CORN,28,2015,2.011417383,1.644740841,2.511928936,220.4909193,547.1136613,92.14545876,162.6308418,6.02004816,1827.312578,203.203786,1624.108792,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,979.0454999,119.2954606
CORN,28,2016,1.766940543,1.644740841,2.968474208,260.7403754,646.9863789,108.966127,175.9507352,6.58005264,1827.312606,203.203792,1624.108814,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1157.7651,141.0722186
CORN,28,2017,1.727362807,1.644740841,3.116882787,210.1480336,521.4494113,87.82305876,148.1131008,6.3000504,1723.125508,1719.648983,3.476525,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,933.1199999,113.6994963
CORN,28,2018,1.983604785,1.644740841,2.080232197,203.6349579,505.2882349,85.10117641,146.78454,6.16004928,1725.596493,1722.119968,3.476525,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,904.1999999,110.1756307
CORN,29,2012,1.938075994,1.695603395,2.24705444,345.3148853,856.8447708,144.3106983,261.385766,5.866046928,11.322596,11.322596,0,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1533.30117,186.8308156
CORN,29,2013,1.884031946,1.695603395,1.171561527,276.1218188,685.15302,115.3941929,203.6633707,6.02004816,11.322594,11.322594,0,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1226.0633,149.3942683
CORN,29,2014,2.054593245,1.695603395,2.047807078,251.7316117,624.6325436,105.2012705,185.6735146,6.02004816,11.322594,11.322594,0,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1117.7635,136.1980741
CORN,29,2015,2.119504244,1.695603395,1.598050495,220.4909193,547.1136613,92.14545876,162.6308418,6.02004816,307.526961,307.526961,0,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,979.0454999,119.2954606
CORN,29,2016,2.108518451,1.695603395,1.808654501,260.7403754,646.9863789,108.966127,175.9507352,6.58005264,309.449404,309.449404,0,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,1157.7651,141.0722186
CORN,29,2017,2.025965725,1.695603395,1.969128991,188.7596337,468.3774491,78.88462301,148.1131008,5.658845271,310.408555,310.408555,0,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,838.14912,102.1274142
CORN,29,2018,2.119504244,1.695603395,1.367465285,203.6349579,505.2882349,85.10117641,146.78454,6.16004928,42.313233,42.313233,0,"CORN, GRAIN","CORN, GRAIN",Corn (Field),CornField,904.1999999,110.1756307
