i,g,year,xwater,ETc,Pe,omegaland,omegasupply,omegalabor,p,y,TotalAcres,xland,NonIrrigatedAcres,MarginalProfit,MarginalRevenue
HAY,16,2010,1.83196644,2.286594866,4.544234004,576.123,414.4266,177.6114,212.2,6,198.806241,0,198.806241,105.039,1273.2
HAY,16,2011,2.151065408,2.286594866,3.67815075,576.123,414.4266,177.6114,212.2,6,207.778227,0,207.778227,105.039,1273.2
HAY,16,2012,2.273043176,2.286594866,4.580269221,576.123,414.4266,177.6114,212.2,6,207.778223,0,207.778223,105.039,1273.2
HAY,16,2013,1.863688102,2.286594866,2.256981533,576.123,414.4266,177.6114,212.2,6,214.455113,0,214.455113,105.039,1273.2
HAY,16,2014,2.130169956,2.286594866,4.254692443,576.123,414.4266,177.6114,212.2,6,214.455113,0,214.455113,105.039,1273.2
HAY,16,2015,2.406022354,2.286594866,3.910350718,576.123,414.4266,177.6114,212.2,6,214.455091,0,214.455091,105.039,1273.2
HAY,16,2016,2.586262302,2.286594866,4.735666362,576.123,414.4266,177.6114,212.2,6,254.339852,0,254.339852,105.039,1273.2
HAY,16,2017,2.351419928,2.286594866,4.479423439,576.123,414.4266,177.6114,212.2,6,254.339853,0,254.339853,105.039,1273.2
HAY,16,2018,2.382149891,2.286594866,3.766050625,576.123,414.4266,177.6114,212.2,6,254.339853,0,254.339853,105.039,1273.2
HAY,17,2008,2.652724501,2.260833505,0.820742888,576.123,414.4266,177.6114,212.2,6,1257.533438,138.757697,1118.775741,105.039,1273.2
HAY,17,2009,2.570740424,2.260833505,1.149124415,576.123,414.4266,177.6114,212.2,6,1439.851291,1052.058726,387.792565,105.039,1273.2
HAY,17,2010,2.233944886,2.260833505,1.693481782,576.123,414.4266,177.6114,212.2,6,2286.738619,675.451314,1611.287305,105.039,1273.2
HAY,17,2011,2.424503374,2.260833505,1.356239001,576.123,414.4266,177.6114,212.2,6,2286.738619,675.451314,1611.287305,105.039,1273.2
HAY,17,2012,2.355398657,2.260833505,1.909669418,576.123,414.4266,177.6114,212.2,6,2343.25454,671.844587,1671.409953,105.039,1273.2
HAY,17,2013,2.318086102,2.260833505,0.628170408,576.123,414.4266,177.6114,212.2,6,2343.254533,671.844591,1671.409942,105.039,1273.2
HAY,17,2014,2.633665683,2.260833505,1.457969358,576.123,414.4266,177.6114,212.2,6,2181.126143,648.915219,1532.210924,105.039,1273.2
HAY,17,2015,2.737651145,2.260833505,1.336734646,576.123,414.4266,177.6114,212.2,6,2181.125921,648.915146,1532.210775,105.039,1273.2
HAY,17,2016,2.666558396,2.260833505,1.70986656,576.123,414.4266,177.6114,212.2,6,2181.125921,648.915146,1532.210775,105.039,1273.2
HAY,17,2017,2.523120713,2.260833505,1.4117794,576.123,414.4266,177.6114,212.2,6,2067.648159,564.760094,1502.888065,105.039,1273.2
HAY,17,2018,2.535728633,2.260833505,1.236907257,576.123,414.4266,177.6114,212.2,6,2067.648169,564.760094,1502.888075,105.039,1273.2
HAY,18,2008,2.570833874,2.089584587,0.479596601,576.123,414.4266,177.6114,212.2,6,2969.886975,1137.570261,1832.316714,105.039,1273.2
HAY,18,2009,2.507439385,2.089584587,0.78256968,576.123,414.4266,177.6114,212.2,6,3087.191591,1740.16803,1347.023561,105.039,1273.2
HAY,18,2010,2.283546007,2.089584587,0.844783319,576.123,414.4266,177.6114,212.2,6,3087.191591,1740.16803,1347.023561,105.039,1273.2
HAY,18,2011,2.357391824,2.089584587,0.890273435,576.123,414.4266,177.6114,212.2,6,2934.644227,1678.241161,1256.403066,105.039,1273.2
HAY,18,2012,2.399912463,2.089584587,0.974613166,576.123,414.4266,177.6114,212.2,6,3130.710106,1612.649444,1518.060662,105.039,1273.2
HAY,18,2013,2.277360808,2.089584587,0.385250482,576.123,414.4266,177.6114,212.2,6,3130.710103,1612.649463,1518.06064,105.039,1273.2
HAY,18,2014,2.548283833,2.089584587,0.919537813,576.123,414.4266,177.6114,212.2,6,3059.11242,1477.699686,1581.412734,105.039,1273.2
HAY,18,2015,2.57654389,2.089584587,1.075502004,576.123,414.4266,177.6114,212.2,6,3059.112146,1477.699562,1581.412584,105.039,1273.2
HAY,18,2016,2.57654389,2.089584587,0.900814112,576.123,414.4266,177.6114,212.2,6,3059.112153,1477.699575,1581.412578,105.039,1273.2
HAY,18,2017,2.421647997,2.089584587,0.918533743,576.123,414.4266,177.6114,212.2,6,2844.145908,1358.205027,1485.940881,105.039,1273.2
HAY,18,2018,2.39515449,2.089584587,0.839346346,576.123,414.4266,177.6114,212.2,6,2844.145965,1358.205044,1485.940921,105.039,1273.2
HAY,2,2008,2.399738698,2.032535847,0.680619002,576.123,414.4266,177.6114,212.2,6,97.945599,0,97.945599,105.039,1273.2
HAY,2,2009,2.41030688,2.032535847,0.706764711,576.123,414.4266,177.6114,212.2,6,97.945599,0,97.945599,105.039,1273.2
HAY,2,2010,2.133227969,2.032535847,0.886044532,576.123,414.4266,177.6114,212.2,6,4811.352057,0,4811.352057,105.039,1273.2
HAY,2,2011,2.197882129,2.032535847,0.815375427,576.123,414.4266,177.6114,212.2,6,4663.450682,0,4663.450682,105.039,1273.2
HAY,2,2012,2.303321122,2.032535847,1.019429199,576.123,414.4266,177.6114,212.2,6,4663.450761,0,4663.450761,105.039,1273.2
HAY,2,2013,2.150543512,2.032535847,0.718346519,576.123,414.4266,177.6114,212.2,6,4954.572263,0,4954.572263,105.039,1273.2
HAY,2,2014,2.33619324,2.032535847,0.941790489,576.123,414.4266,177.6114,212.2,6,4954.572263,0,4954.572263,105.039,1273.2
HAY,2,2015,2.434483385,2.032535847,1.062504133,576.123,414.4266,177.6114,212.2,6,4954.571796,0,4954.571796,105.039,1273.2
HAY,2,2016,2.463638073,2.032535847,0.912475109,576.123,414.4266,177.6114,212.2,6,4074.687124,0,4074.687124,105.039,1273.2
HAY,2,2017,2.410541766,2.032535847,0.805077314,576.123,414.4266,177.6114,212.2,6,4074.687131,0,4074.687131,105.039,1273.2
HAY,2,2018,2.33566408,2.032535847,0.988926334,576.123,414.4266,177.6114,212.2,6,4074.687131,0,4074.687131,105.039,1273.2
HAY,20,2017,1.981446137,2.093148157,4.119043573,576.123,414.4266,177.6114,212.2,6,25.874034,0,25.874034,105.039,1273.2
HAY,20,2018,2.140589978,2.093148157,3.563938737,576.123,414.4266,177.6114,212.2,6,25.874034,0,25.874034,105.039,1273.2
HAY,22,2008,2.025984011,2.137838119,3.563821613,576.123,414.4266,177.6114,212.2,6,2701.724434,523.978944,2177.74549,105.039,1273.2
HAY,22,2009,1.8606561,2.137838119,4.062883528,576.123,414.4266,177.6114,212.2,6,2677.44469,523.978944,2153.465746,105.039,1273.2
HAY,22,2010,1.42087268,2.137838119,4.941271392,576.123,414.4266,177.6114,212.2,6,2677.44469,523.978944,2153.465746,105.039,1273.2
HAY,22,2011,1.795986801,2.137838119,4.451957791,576.123,414.4266,177.6114,212.2,6,4600.543312,1372.775097,3227.768215,105.039,1273.2
HAY,22,2012,1.933900877,2.137838119,5.162019604,576.123,414.4266,177.6114,212.2,6,4600.543375,1372.775113,3227.768262,105.039,1273.2
HAY,22,2013,1.516443576,2.137838119,3.090605676,576.123,414.4266,177.6114,212.2,6,4992.125203,1470.812755,3521.312448,105.039,1273.2
HAY,22,2014,1.757798161,2.137838119,4.921035821,576.123,414.4266,177.6114,212.2,6,4992.125203,1470.812755,3521.312448,105.039,1273.2
HAY,22,2015,2.075616202,2.137838119,4.65907095,576.123,414.4266,177.6114,212.2,6,4992.12474,1470.812607,3521.312133,105.039,1273.2
HAY,22,2016,2.090390609,2.137838119,5.160596007,576.123,414.4266,177.6114,212.2,6,5743.096618,1691.737032,4051.359586,105.039,1273.2
HAY,22,2017,1.868671313,2.137838119,5.377263088,576.123,414.4266,177.6114,212.2,6,5743.096628,1691.737032,4051.359596,105.039,1273.2
HAY,22,2018,2.114675924,2.137838119,4.550481283,576.123,414.4266,177.6114,212.2,6,5743.096626,1691.737032,4051.359594,105.039,1273.2
HAY,23,2008,2.578894696,2.238962086,1.651353509,576.123,414.4266,177.6114,212.2,6,9836.494137,1651.200566,8185.293571,105.039,1273.2
HAY,23,2009,2.264529411,2.238962086,2.03168076,576.123,414.4266,177.6114,212.2,6,12669.42716,3159.024011,9510.403149,105.039,1273.2
HAY,23,2010,1.896422961,2.238962086,2.358983122,576.123,414.4266,177.6114,212.2,6,12669.42716,3159.024011,9510.403149,105.039,1273.2
HAY,23,2011,2.370728862,2.238962086,1.82543019,576.123,414.4266,177.6114,212.2,6,14660.05502,3726.822251,10933.23277,105.039,1273.2
HAY,23,2012,2.304368908,2.238962086,2.556581527,576.123,414.4266,177.6114,212.2,6,19958.92654,3891.86748,16067.05906,105.039,1273.2
HAY,23,2013,2.016029718,2.238962086,1.450215442,576.123,414.4266,177.6114,212.2,6,20553.71658,4056.773537,16496.94304,105.039,1273.2
HAY,23,2014,2.310203739,2.238962086,2.176636499,576.123,414.4266,177.6114,212.2,6,21697.09256,4739.45127,16957.64129,105.039,1273.2
HAY,23,2015,2.619496338,2.238962086,2.16524951,576.123,414.4266,177.6114,212.2,6,21706.89517,4749.255626,16957.63955,105.039,1273.2
HAY,23,2016,2.639919029,2.238962086,2.207591182,576.123,414.4266,177.6114,212.2,6,21627.03377,4953.225367,16673.8084,105.039,1273.2
HAY,23,2017,2.348242936,2.238962086,2.405174738,576.123,414.4266,177.6114,212.2,6,22396.6931,5371.10351,17025.58959,105.039,1273.2
HAY,23,2018,2.484170796,2.238962086,1.899586805,576.123,414.4266,177.6114,212.2,6,22392.92059,5371.103513,17021.81708,105.039,1273.2
HAY,24,2008,2.244737295,2.285896039,3.172305681,576.123,414.4266,177.6114,212.2,6,1583.344557,275.76589,1307.578667,105.039,1273.2
HAY,24,2009,2.124991037,2.285896039,3.300338065,576.123,414.4266,177.6114,212.2,6,1657.032556,344.028506,1313.00405,105.039,1273.2
HAY,24,2010,1.589728927,2.285896039,4.49594124,576.123,414.4266,177.6114,212.2,6,1657.032556,344.028506,1313.00405,105.039,1273.2
HAY,24,2011,2.098361153,2.285896039,3.865110466,576.123,414.4266,177.6114,212.2,6,2225.467938,358.816386,1866.651552,105.039,1273.2
HAY,24,2012,2.081806294,2.285896039,4.95246125,576.123,414.4266,177.6114,212.2,6,2225.467916,358.816376,1866.65154,105.039,1273.2
HAY,24,2013,1.796263671,2.285896039,3.116866804,576.123,414.4266,177.6114,212.2,6,2243.338318,358.816387,1884.521931,105.039,1273.2
HAY,24,2014,2.006253286,2.285896039,4.438299564,576.123,414.4266,177.6114,212.2,6,2243.338318,358.816387,1884.521931,105.039,1273.2
HAY,24,2015,2.386766195,2.285896039,4.007563962,576.123,414.4266,177.6114,212.2,6,2112.973306,432.422919,1680.550387,105.039,1273.2
HAY,24,2016,2.408064821,2.285896039,4.541309412,576.123,414.4266,177.6114,212.2,6,2119.764704,432.422919,1687.341785,105.039,1273.2
HAY,24,2017,2.128920815,2.285896039,4.753050418,576.123,414.4266,177.6114,212.2,6,2119.764704,432.422919,1687.341785,105.039,1273.2
HAY,24,2018,2.426634622,2.285896039,3.597151233,576.123,414.4266,177.6114,212.2,6,3361.194082,483.193857,2878.000225,105.039,1273.2
HAY,25,2008,2.385949994,2.410289398,3.027383576,576.123,414.4266,177.6114,212.2,6,1005.114753,17.12587,987.988883,105.039,1273.2
HAY,25,2009,2.330360861,2.410289398,3.010853599,576.123,414.4266,177.6114,212.2,6,991.53784,17.12587,974.41197,105.039,1273.2
HAY,25,2010,1.773896487,2.410289398,4.237772345,576.123,414.4266,177.6114,212.2,6,991.53784,17.12587,974.41197,105.039,1273.2
HAY,25,2011,2.275143307,2.410289398,3.69161148,576.123,414.4266,177.6114,212.2,6,1088.761216,40.442292,1048.318924,105.039,1273.2
HAY,25,2012,2.205640152,2.410289398,4.776528732,576.123,414.4266,177.6114,212.2,6,1088.761234,40.442296,1048.318938,105.039,1273.2
HAY,25,2013,1.96006596,2.410289398,2.908653507,576.123,414.4266,177.6114,212.2,6,1250.705647,54.807686,1195.897961,105.039,1273.2
HAY,25,2014,2.237697423,2.410289398,4.148111454,576.123,414.4266,177.6114,212.2,6,1250.705647,54.807686,1195.897961,105.039,1273.2
HAY,25,2015,2.609296586,2.410289398,3.65137405,576.123,414.4266,177.6114,212.2,6,2017.332473,57.521139,1959.811334,105.039,1273.2
HAY,25,2016,2.553892114,2.410289398,4.308600677,576.123,414.4266,177.6114,212.2,6,2062.470001,57.521139,2004.948862,105.039,1273.2
HAY,25,2017,2.282776703,2.410289398,4.516490986,576.123,414.4266,177.6114,212.2,6,2062.470001,57.521139,2004.948862,105.039,1273.2
HAY,25,2018,2.590415118,2.410289398,3.299817242,576.123,414.4266,177.6114,212.2,6,2816.097742,115.932029,2700.165713,105.039,1273.2
HAY,26,2008,2.417073133,2.207948873,1.784607828,576.123,414.4266,177.6114,212.2,6,3974.636606,290.468416,3684.16819,105.039,1273.2
HAY,26,2009,2.245289954,2.207948873,2.085891301,576.123,414.4266,177.6114,212.2,6,7294.082616,831.235949,6462.846667,105.039,1273.2
HAY,26,2010,1.787696644,2.207948873,2.444009787,576.123,414.4266,177.6114,212.2,6,7451.018457,786.22314,6664.795317,105.039,1273.2
HAY,26,2011,2.206755631,2.207948873,2.251477502,576.123,414.4266,177.6114,212.2,6,7384.820618,786.302583,6598.518035,105.039,1273.2
HAY,26,2012,2.12315216,2.207948873,2.807547119,576.123,414.4266,177.6114,212.2,6,12149.29658,1145.655222,11003.64135,105.039,1273.2
HAY,26,2013,1.68396577,2.207948873,2.087526164,576.123,414.4266,177.6114,212.2,6,12138.4343,1142.648339,10995.78596,105.039,1273.2
HAY,26,2014,2.205036755,2.207948873,2.657271258,576.123,414.4266,177.6114,212.2,6,12721.34557,1246.6324,11474.71317,105.039,1273.2
HAY,26,2015,2.558903551,2.207948873,2.302476507,576.123,414.4266,177.6114,212.2,6,12721.34413,1246.632284,11474.71185,105.039,1273.2
HAY,26,2016,2.374046903,2.207948873,2.662779045,576.123,414.4266,177.6114,212.2,6,12742.57679,1246.632283,11495.94451,105.039,1273.2
HAY,26,2017,2.253538396,2.207948873,2.809384714,576.123,414.4266,177.6114,212.2,6,13470.60948,1701.262134,11769.34734,105.039,1273.2
HAY,26,2018,2.484654406,2.207948873,2.112300396,576.123,414.4266,177.6114,212.2,6,13511.19432,1716.332328,11794.86199,105.039,1273.2
HAY,27,2008,2.770555963,2.576877822,2.025180493,576.123,414.4266,177.6114,212.2,6,1545.587894,354.6208,1190.967094,105.039,1273.2
HAY,27,2009,2.661449255,2.576877822,2.127207735,576.123,414.4266,177.6114,212.2,6,2189.856529,437.961762,1751.894767,105.039,1273.2
HAY,27,2010,2.131493407,2.576877822,2.932668468,576.123,414.4266,177.6114,212.2,6,2189.854827,386.714786,1803.140041,105.039,1273.2
HAY,27,2011,2.670533654,2.576877822,2.450860122,576.123,414.4266,177.6114,212.2,6,2479.478242,492.810897,1986.667345,105.039,1273.2
HAY,27,2012,2.503012747,2.576877822,3.245763634,576.123,414.4266,177.6114,212.2,6,2611.197737,492.810905,2118.386832,105.039,1273.2
HAY,27,2013,2.014271562,2.576877822,2.243742408,576.123,414.4266,177.6114,212.2,6,3522.893765,791.077366,2731.816399,105.039,1273.2
HAY,27,2014,2.580739891,2.576877822,2.860775929,576.123,414.4266,177.6114,212.2,6,3522.893765,791.077366,2731.816399,105.039,1273.2
HAY,27,2015,2.984072605,2.576877822,2.467734169,576.123,414.4266,177.6114,212.2,6,4981.020591,914.571237,4066.449354,105.039,1273.2
HAY,27,2016,2.809280924,2.576877822,2.872761519,576.123,414.4266,177.6114,212.2,6,5151.599052,1083.027389,4068.571663,105.039,1273.2
HAY,27,2017,2.606034447,2.576877822,3.054798422,576.123,414.4266,177.6114,212.2,6,5700.726473,955.391422,4745.335051,105.039,1273.2
HAY,27,2018,2.918458748,2.576877822,2.093797924,576.123,414.4266,177.6114,212.2,6,5699.064836,953.729785,4745.335051,105.039,1273.2
HAY,28,2008,3.017863815,2.836652617,2.25408791,576.123,414.4266,177.6114,212.2,6,1930.528529,400.532951,1529.995578,105.039,1273.2
HAY,28,2009,2.940563468,2.836652617,2.200228196,576.123,414.4266,177.6114,212.2,6,2355.596363,461.311444,1894.284919,105.039,1273.2
HAY,28,2010,2.340895263,2.836652617,3.305255232,576.123,414.4266,177.6114,212.2,6,2355.596363,461.311444,1894.284919,105.039,1273.2
HAY,28,2011,2.948720139,2.836652617,2.633427263,576.123,414.4266,177.6114,212.2,6,2409.156598,415.103706,1994.052892,105.039,1273.2
HAY,28,2012,2.760225633,2.836652617,3.520644247,576.123,414.4266,177.6114,212.2,6,3224.573176,415.103697,2809.469479,105.039,1273.2
HAY,28,2013,2.378418274,2.836652617,2.194595534,576.123,414.4266,177.6114,212.2,6,5069.947542,981.006144,4088.941398,105.039,1273.2
HAY,28,2014,2.864208572,2.836652617,2.919131934,576.123,414.4266,177.6114,212.2,6,5049.349379,981.00614,4068.343239,105.039,1273.2
HAY,28,2015,3.260840241,2.836652617,2.547033811,576.123,414.4266,177.6114,212.2,6,6177.417462,1026.072075,5151.345387,105.039,1273.2
HAY,28,2016,3.096025089,2.836652617,2.993173639,576.123,414.4266,177.6114,212.2,6,6177.417482,1026.072075,5151.345407,105.039,1273.2
HAY,28,2017,2.813882308,2.836652617,3.187507807,576.123,414.4266,177.6114,212.2,6,6524.036506,992.720696,5531.31581,105.039,1273.2
HAY,28,2018,3.202472541,2.836652617,2.107840375,576.123,414.4266,177.6114,212.2,6,6524.036511,992.720696,5531.315815,105.039,1273.2
HAY,29,2008,3.522876092,2.928899918,1.417202914,576.123,414.4266,177.6114,212.2,6,517.956334,252.058081,265.898253,105.039,1273.2
HAY,29,2009,3.21402938,2.928899918,1.856051904,576.123,414.4266,177.6114,212.2,6,1884.063097,1207.88478,676.178317,105.039,1273.2
HAY,29,2010,3.078913282,2.928899918,2.217327617,576.123,414.4266,177.6114,212.2,6,1918.477996,1245.318186,673.15981,105.039,1273.2
HAY,29,2011,3.239681966,2.928899918,1.898266671,576.123,414.4266,177.6114,212.2,6,2046.763278,1207.884783,838.878495,105.039,1273.2
HAY,29,2012,3.239967996,2.928899918,2.560058219,576.123,414.4266,177.6114,212.2,6,2773.818369,1454.53359,1319.284779,105.039,1273.2
HAY,29,2013,2.966810826,2.928899918,1.330797842,576.123,414.4266,177.6114,212.2,6,2773.832634,1454.547858,1319.284776,105.039,1273.2
HAY,29,2014,3.255880951,2.928899918,2.350949329,576.123,414.4266,177.6114,212.2,6,2970.488934,1252.382777,1718.106157,105.039,1273.2
HAY,29,2015,3.545873064,2.928899918,1.870943601,576.123,414.4266,177.6114,212.2,6,2419.620894,999.316836,1420.304058,105.039,1273.2
HAY,29,2016,3.585152216,2.928899918,2.056513099,576.123,414.4266,177.6114,212.2,6,2058.939424,978.896655,1080.042769,105.039,1273.2
HAY,29,2017,3.246867617,2.928899918,2.36173996,576.123,414.4266,177.6114,212.2,6,2090.521715,978.896649,1111.625066,105.039,1273.2
HAY,29,2018,3.38138928,2.928899918,1.555400516,576.123,414.4266,177.6114,212.2,6,2486.665466,1245.428025,1241.237441,105.039,1273.2
HAY,3,2008,2.149872878,2.114518091,1.357086645,576.123,414.4266,177.6114,212.2,6,9168.817077,3568.558793,5600.258284,105.039,1273.2
HAY,3,2009,2.299561106,2.114518091,1.37407355,576.123,414.4266,177.6114,212.2,6,9196.516855,3889.20044,5307.316415,105.039,1273.2
HAY,3,2010,1.881167177,2.114518091,1.28826242,576.123,414.4266,177.6114,212.2,6,11142.13294,5266.50478,5875.628158,105.039,1273.2
HAY,3,2011,2.140777412,2.114518091,1.425848953,576.123,414.4266,177.6114,212.2,6,13670.19969,6674.757949,6995.441744,105.039,1273.2
HAY,3,2012,2.027689537,2.114518091,1.804440909,576.123,414.4266,177.6114,212.2,6,13656.80588,6542.756164,7114.049718,105.039,1273.2
HAY,3,2013,1.978769501,2.114518091,1.323250507,576.123,414.4266,177.6114,212.2,6,13764.10981,7807.073233,5957.036577,105.039,1273.2
HAY,3,2014,2.078251559,2.114518091,1.687485825,576.123,414.4266,177.6114,212.2,6,13790.06225,7807.073233,5982.98902,105.039,1273.2
HAY,3,2015,2.426995288,2.114518091,1.504434226,576.123,414.4266,177.6114,212.2,6,13681.34437,7605.237343,6076.107026,105.039,1273.2
HAY,3,2016,2.240676521,2.114518091,1.488899687,576.123,414.4266,177.6114,212.2,6,14593.34075,7411.408743,7181.932005,105.039,1273.2
HAY,3,2017,2.370977432,2.114518091,1.318796681,576.123,414.4266,177.6114,212.2,6,14593.11167,7411.408746,7181.702919,105.039,1273.2
HAY,3,2018,2.296639285,2.114518091,1.555977006,576.123,414.4266,177.6114,212.2,6,14950.444,7728.459942,7221.984062,105.039,1273.2
HAY,30,2008,3.854819875,3.088390617,0.615717657,576.123,414.4266,177.6114,212.2,6,28551.44457,3989.19708,24562.24749,105.039,1273.2
HAY,30,2009,3.713002493,3.088390617,0.807424165,576.123,414.4266,177.6114,212.2,6,29288.33276,4229.291972,25059.04078,105.039,1273.2
HAY,30,2010,3.698114828,3.088390617,0.741957639,576.123,414.4266,177.6114,212.2,6,29322.49413,4285.975315,25036.51881,105.039,1273.2
HAY,30,2011,3.665470071,3.088390617,0.581330353,576.123,414.4266,177.6114,212.2,6,29359.24269,4252.831079,25106.41162,105.039,1273.2
HAY,30,2012,3.800370137,3.088390617,1.034162344,576.123,414.4266,177.6114,212.2,6,26901.09297,4036.322332,22864.77063,105.039,1273.2
HAY,30,2013,3.644202373,3.088390617,0.367690877,576.123,414.4266,177.6114,212.2,6,28758.07517,6352.085415,22405.98975,105.039,1273.2
HAY,30,2014,3.754292337,3.088390617,1.046387522,576.123,414.4266,177.6114,212.2,6,29300.11814,6282.493421,23017.62472,105.039,1273.2
HAY,30,2015,3.860488271,3.088390617,0.934619596,576.123,414.4266,177.6114,212.2,6,28631.37578,5758.81686,22872.55892,105.039,1273.2
HAY,30,2016,3.800370137,3.088390617,1.02754335,576.123,414.4266,177.6114,212.2,6,26128.63895,5679.661645,20448.97731,105.039,1273.2
HAY,30,2017,3.688817291,3.088390617,1.193297134,576.123,414.4266,177.6114,212.2,6,26177.0857,5679.661649,20497.42405,105.039,1273.2
HAY,30,2018,3.745056783,3.088390617,0.712304189,576.123,414.4266,177.6114,212.2,6,34154.707,6602.567986,27552.13901,105.039,1273.2
HAY,31,2008,4.609506276,3.68760502,0.088930095,576.123,414.4266,177.6114,212.2,6,14557.48692,9572.069646,4985.417276,105.039,1273.2
HAY,31,2009,4.590751996,3.68760502,0.045680917,576.123,414.4266,177.6114,212.2,6,14179.98859,9699.239716,4480.748872,105.039,1273.2
HAY,31,2010,4.511219547,3.68760502,0.300505524,576.123,414.4266,177.6114,212.2,6,13274.89555,8829.607071,4445.288482,105.039,1273.2
HAY,31,2011,4.574921668,3.68760502,0.090344864,576.123,414.4266,177.6114,212.2,6,13083.30447,8638.015984,4445.288484,105.039,1273.2
HAY,31,2012,4.520982319,3.68760502,0.320809276,576.123,414.4266,177.6114,212.2,6,14431.05948,9854.477672,4576.581806,105.039,1273.2
HAY,31,2013,4.598696945,3.68760502,0.008647464,576.123,414.4266,177.6114,212.2,6,14387.72738,9792.300547,4595.426828,105.039,1273.2
HAY,31,2014,4.607158432,3.68760502,0.138896375,576.123,414.4266,177.6114,212.2,6,9746.868589,4555.213356,5191.655233,105.039,1273.2
HAY,31,2015,4.589959911,3.68760502,0.20216508,576.123,414.4266,177.6114,212.2,6,9429.905376,4238.23917,5191.666206,105.039,1273.2
HAY,31,2016,4.535823163,3.68760502,0.202079728,576.123,414.4266,177.6114,212.2,6,11276.53074,5042.186579,6234.344159,105.039,1273.2
HAY,31,2017,4.58982912,3.68760502,0.250358215,576.123,414.4266,177.6114,212.2,6,11310.92471,5044.933608,6265.991105,105.039,1273.2
HAY,31,2018,4.592436368,3.68760502,0.096476279,576.123,414.4266,177.6114,212.2,6,14859.00614,6179.384503,8679.621638,105.039,1273.2
HAY,32,2008,4.453682765,3.562946212,0.239103405,576.123,414.4266,177.6114,212.2,6,18108.54536,15588.26526,2520.280107,105.039,1273.2
HAY,32,2009,4.361690518,3.562946212,0.281442056,576.123,414.4266,177.6114,212.2,6,19328.83867,17039.87606,2288.962612,105.039,1273.2
HAY,32,2010,4.187220162,3.562946212,0.417816596,576.123,414.4266,177.6114,212.2,6,19338.83485,17049.87224,2288.962612,105.039,1273.2
HAY,32,2011,4.293825435,3.562946212,0.28215387,576.123,414.4266,177.6114,212.2,6,14348.95991,11566.23151,2782.728407,105.039,1273.2
HAY,32,2012,4.155160099,3.562946212,0.629852325,576.123,414.4266,177.6114,212.2,6,13873.34109,11295.44679,2577.894296,105.039,1273.2
HAY,32,2013,4.367834983,3.562946212,0.068678225,576.123,414.4266,177.6114,212.2,6,16576.23578,13476.73749,3099.498289,105.039,1273.2
HAY,32,2014,4.437402384,3.562946212,0.255542473,576.123,414.4266,177.6114,212.2,6,16576.23578,13476.73749,3099.498289,105.039,1273.2
HAY,32,2015,4.453682765,3.562946212,0.184369976,576.123,414.4266,177.6114,212.2,6,15730.87121,12648.35869,3082.51252,105.039,1273.2
HAY,32,2016,4.371261599,3.562946212,0.327520893,576.123,414.4266,177.6114,212.2,6,15733.51813,12652.51781,3081.00032,105.039,1273.2
HAY,32,2017,4.400389726,3.562946212,0.42753184,576.123,414.4266,177.6114,212.2,6,16038.09147,12398.04444,3640.047034,105.039,1273.2
HAY,32,2018,4.37477995,3.562946212,0.163843409,576.123,414.4266,177.6114,212.2,6,16720.10512,13105.48646,3614.618659,105.039,1273.2
HAY,33,2008,4.59215138,3.673721104,0.041008461,576.123,414.4266,177.6114,212.2,6,13582.65953,13408.11839,174.541137,105.039,1273.2
HAY,33,2009,4.575834297,3.673721104,0.087108759,576.123,414.4266,177.6114,212.2,6,13702.8287,13607.47094,95.357757,105.039,1273.2
HAY,33,2010,4.537715013,3.673721104,0.151657314,576.123,414.4266,177.6114,212.2,6,13057.19937,13006.30405,50.895322,105.039,1273.2
HAY,33,2011,4.548428451,3.673721104,0.057677909,576.123,414.4266,177.6114,212.2,6,9692.229919,9692.229919,0,105.039,1273.2
HAY,33,2012,4.46586084,3.673721104,0.194700903,576.123,414.4266,177.6114,212.2,6,9600.876397,9600.876397,0,105.039,1273.2
HAY,33,2013,4.59215138,3.673721104,0,576.123,414.4266,177.6114,212.2,6,9874.025952,9828.33523,45.690722,105.039,1273.2
HAY,33,2014,4.59215138,3.673721104,0.042280475,576.123,414.4266,177.6114,212.2,6,9861.499542,9853.357313,8.142229,105.039,1273.2
HAY,33,2015,4.59215138,3.673721104,0.078289582,576.123,414.4266,177.6114,212.2,6,11097.81862,11089.74724,8.071373,105.039,1273.2
HAY,33,2016,4.518013676,3.673721104,0.151997311,576.123,414.4266,177.6114,212.2,6,10492.21261,10484.14124,8.071373,105.039,1273.2
HAY,33,2017,4.59215138,3.673721104,0.133124344,576.123,414.4266,177.6114,212.2,6,11240.66027,10963.00569,277.654585,105.039,1273.2
HAY,33,2018,4.580754269,3.673721104,0.02733689,576.123,414.4266,177.6114,212.2,6,11010.35483,10978.85005,31.504773,105.039,1273.2
HAY,34,2008,4.066502029,3.253201623,0.247453927,576.123,414.4266,177.6114,212.2,6,20044.39669,7588.13492,12456.26177,105.039,1273.2
HAY,34,2009,4.022406245,3.253201623,0.204413956,576.123,414.4266,177.6114,212.2,6,6351.829423,1073.956291,5277.873132,105.039,1273.2
HAY,34,2009,4.022406245,3.253201623,0.204413956,576.123,414.4266,177.6114,212.2,6,14036.76569,6104.794576,7931.971112,105.039,1273.2
